Status,County,Years of Potential Life Lost Rate,YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),% Fair/Poor,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% LBW (Black),% LBW (Hispanic),% LBW (White),% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,# Chlamydia Cases,Chlamydia Rate,Teen Birth Rate,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),# Uninsured_x,% Uninsured_x,# Primary Care Physicians,PCP Rate,PCP Ratio,# Dentists,Dentist Rate,Dentist Ratio,# Mental Health Providers,MHP Rate,MHP Ratio,Preventable Hosp. Rate,Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% Screened,% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),Cohort Size,Graduation Rate,# Some College,Population_x,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,# Single-Parent Households,# Households,% Single-Parent Households,# Associations,Association Rate,Annual Average Violent Crimes,Violent Crime Rate,# Injury Deaths,Injury Death Rate,Average Daily PM2.5,Presence of violation,% Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,% Drive Alone,% Drive Alone (Black),% Drive Alone (Hispanic),% Drive Alone (White),# Workers who Drive Alone,% Long Commute - Drives Alone,Life Expectancy,Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (White),# Deaths,Age-Adjusted Mortality,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),# Deaths.1,Child Mortality Rate,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),% Frequent Physical Distress,% Frequent Mental Distress,% Diabetic,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,% Insufficient Sleep,# Uninsured.1,% Uninsured.1,Other PCP Rate,Other PCP Ratio,% Disconnected Youth,Household Income,Household income (Black),Household income (Hispanic),Household income (White),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,# Firearm Fatalities,Firearm Fatalities Rate,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,% Female,# Rural,% Rural
Rural,Titus,7547.8504506,15592.468732,3796.9617026,8871.5986817,22.988691746,4.1053836441,3.8487568181,7.4563871694,15.359477124,6.7288801572,6.6037735849,17.363928244,29.7,7.3,26.8,62.986330179,17.476163024,7,33,21.212121212,127.0,389.3,52.45114844,48.387096774,64.17348971,38.147138965,6705,24.305807294,18.0,55.228280000000005,1811:1,14.0,42.54802,2350:1,20.0,60.78288,1645:1,4684.0,8569.0,3534.0,4478.0,27.0,34.0,15.0,27.0,38.0,27.0,33.0,40.0,395.0,96.9,3530,7921,44.565080167,692,12954,5.3419793114,24.8,34.270414993,38.105104539,11.342671677,89245,21801,4.0936195587,3069,9444,32.49682338,36,11.045655376,115.5,353.02747807,108.0,66.174037719,10.0,No,16.634799235,8.1395348837,7.9349904398,1.7208413002,83.442680776,91.833667335,79.783152627,89.324571798,11828,18.7,77.176701224,71.090246131,95.77294476,75.886536973,389.0,386.3,725.77152137,165.30048363,441.50063673,11.0,29.052876235,,,,,,,,,13.009485641,12.324045836,10.5,30.0,116.5,5180,15.9,2087.496559,6.4560418104,,,49.0,21.447486486,32.99088639,1201,12.37889095,66.86117,1496:1,7.5651302605,47097,25482.0,42560.0,55429.0,75.535211268,33.295571962,16.479009811,5.3,19.0,11.6,7163,67.100702576,1006.0,9.7518417991,28.935691709,14.068198395,3021,9.1812545587,789,2.3978847557,383,1.1639922198,58,0.1762703623,14242,43.283491369,14854,45.143447605,3109,10.311090475,50.853999514,16347,50.556689553
Rural,Trinity,12336.059601,20916.447714,,12482.950168,19.309395428,4.1073550744,4.0196700031,7.4380165289,12.087912088,,6.8306010929,17.245327448,31.7,7.2,27.5,83.544737744,15.551252218,7,24,29.166666667,35.0,243.0,50.6592644,54.140127389,41.002277904,52.429052429,2327,21.725329101,2.0,13.848500000000001,7221:1,1.0,6.818029999999999,14667:1,2.0,13.636050000000001,7334:1,4412.0,5112.0,,4345.0,30.0,28.0,33.0,30.0,33.0,23.0,32.0,33.0,156.0,89.3,1314,2754,47.712418301,296,5366,5.5162131942,35.0,30.612244898,46.520874751,21.725731895,70824,16142,4.3875604014,1057,2923,36.161477934,20,13.848497438,24.5,188.46878726,75.0,103.98181012,9.8,Yes,14.272300469,10.972088547,2.234741784,2.1596244131,80.896767466,,,,3879,52.3,73.263922214,,,,363.0,586.1,815.04963572,,598.62146727,,,,,,,,,,,12.725376975,12.768155697,14.1,28.0,226.0,2760,19.2,133.11433293,0.912679691,,,39.0,38.577193954,31.370562543,367,12.331989247,61.36224,1630:1,20.969855832,34741,22292.0,30710.0,39969.0,67.75862069,52.961772033,43.228805377,,14.0,19.4,4616,77.789012471,573.0,10.331770646,20.174541488,26.085770778,1367,9.3202427218,124,0.845435331,64,0.4363537192,7,0.047726188,1429,9.7429603873,11511,78.48230722,198,1.4324989148,51.462466762,11265,77.236887213
Rural,Tyler,10351.337124,7110.8675244,,11387.292828,16.250334815,3.5525604942,3.5417624774,9.5844504021,12.5,,9.474522293,15.884167077,28.9,5.4,27.4,52.283377745,19.103458147,5,35,14.285714286,47.0,220.2,49.443437743,48.076923077,,50.941648657,2459,16.454764454,3.0,14.071290000000001,7107:1,2.0,9.28548,10770:1,5.0,23.21371,4308:1,6459.0,9774.0,18750.0,5973.0,29.0,27.0,,29.0,30.0,17.0,14.0,31.0,252.0,92.3,1845,4909,37.584029334,516,7058,7.3108529328,26.7,36.298932384,19.313304721,23.442226255,89817,17877,5.0241651284,1025,4028,25.446871897,31,14.540337711,63.5,297.08992234,126.0,117.66024204,9.3,Yes,13.299874529,7.2867824103,4.2032622334,2.3839397742,83.253588517,,,,5394,49.7,75.705489618,75.841611801,,74.915652385,376.0,467.0,454.86627203,,495.72849303,16.0,96.484351444,,,,,,,,,10.875988518,10.931730323,11.4,40.0,218.3,4230,19.8,4104.351651,18.8567107,10.0,15.574868392,47.0,31.289111389,30.257886004,371,8.7109650153,32.49919,3077:1,,43394,21442.0,64207.0,45602.0,59.210526316,35.575266366,34.06084839,7.3,23.0,21.5,6163,84.286105033,710.0,10.243832059,19.295231905,22.053020103,2281,10.590092391,175,0.812479688,132,0.6128418218,11,0.0510701518,1657,7.6930219602,17042,79.121593389,241,1.1840424487,46.172059984,17006,78.131030047
Rural,Upton,9301.1366752,,,,22.052503425,3.8953563695,3.5909998361,9.1139240506,,11.059907834,6.8181818182,15.81320825,28.1,7.7,22.6,65.871833085,17.855387257,3,14,21.428571429,12.0,328.7,50.870147256,,52.287581699,52.434456929,647,20.53968254,2.0,54.45139999999999,1837:1,0.0,0.0,3663:0,,,,7526.0,,4127.0,6338.0,27.0,,30.0,23.0,26.0,,20.0,27.0,,93.3,407,911,44.676180022,59,1543,3.8237200259,21.1,,38.205980066,6.5274151436,98000,19714,4.9710865375,325,1074,30.260707635,4,10.890280425,3.0,84.400056267,10.0,56.138775052,7.3,Yes,11.934156379,6.440957886,4.8559670782,0.658436214,86.115107914,,70.010672359,85.358255452,1197,29.7,77.509313013,,,,43.0,428.2,,,,,,,,,,,,,,12.285784261,11.438364984,9.8,,,430,12.4,304.18149344,9.0665124722,,,,,31.862088867,161,14.387846291,109.20011000000001,916:1,,56448,,40145.0,61738.0,56.41025641,25.407166124,25.227310009,,,,954,72.935779817,80.0,6.711409396,29.265629266,13.786513787,63,1.7199017199,98,2.6754026754,24,0.6552006552,0,0.0,1961,53.535353535,1549,42.287742288,229,7.1272953626,48.484848485,3355,100.0
Rural,Uvalde,7528.7330053,,7308.9887081,7835.520659,27.726145182,4.3999127097,3.8521807893,7.5035561878,,7.6353540028,7.1082390953,16.139002443,31.3,7.1,24.0,55.97046014,16.063913376,8,33,24.242424242,120.0,440.4,57.904659305,,64.483627204,33.051498847,5022,22.5232094,12.0,43.98021,2274:1,12.0,44.22822,2261:1,13.0,47.9139,2087:1,4981.0,,5583.0,4483.0,29.0,,28.0,31.0,29.0,,28.0,31.0,436.0,77.5,3623,6518,55.584535133,546,11714,4.6610892949,33.4,,32.745130681,7.2093023256,83775,16451,5.0923955991,2976,7436,40.021516945,32,11.728055708,73.0,267.54627084,75.0,55.266939317,8.2,No,16.30112626,9.6004770423,5.8091286307,1.9561351512,84.373347435,,86.401833461,79.156839623,9573,17.4,78.931725688,,79.809558379,78.116460869,323.0,376.7,,360.26084837,394.80828688,12.0,39.964032371,,,,,,,,,14.334450744,12.562183087,10.0,17.0,78.3,2410,8.9,5777.4581297,21.880167126,,,40.0,21.164917034,32.437914067,881,11.32973251,51.59959,1938:1,,39610,,34543.0,52754.0,72.101073036,,27.475094322,6.3,17.0,12.5,6284,72.866419295,777.0,9.641394714,27.355152587,16.419725785,176,0.6486805248,339,1.2494471473,234,0.8624502433,25,0.09214212,19383,71.439628483,7200,26.536930562,2118,8.5104673123,50.82190771,8287,31.384207536
Rural,Val Verde,6401.2684407,,6332.2614557,6696.7593012,28.101706515,4.2373345208,3.6599346063,6.6192288598,,6.495049505,6.5972222222,15.931737194,27.2,7.5,23.6,81.994312486,17.412369064,8,24,33.333333333,199.0,406.2,69.991180951,,73.889432921,33.55704698,9023,22.521465655,14.0,28.64099,3492:1,16.0,32.51702,3075:1,23.0,46.74322,2139:1,3939.0,,3996.0,4210.0,31.0,36.0,30.0,34.0,21.0,9.0,19.0,26.0,744.0,86.1,6584,12598,52.262263851,1016,20007,5.0782226221,30.6,,29.464358287,13.47414421,94896,18207,5.2120612951,4165,14134,29.467949625,41,8.3877171089,67.5,138.1498158,107.0,43.732195479,8.1,Yes,17.004732928,10.178204249,7.1331981068,1.3184584178,76.882156247,,78.634720352,75.619327937,15175,7.5,79.535508589,,80.038537138,77.741143533,523.0,363.8,,355.60300758,398.84004094,16.0,28.384899234,,,,21.0,3.4330554193,,,,14.077404965,12.014551613,9.3,38.0,98.6,4140,8.5,9024.6216526,18.46318798,10.0,6.7992983124,42.0,12.263418223,32.489474914,1419,9.8037860992,60.969409999999996,1640:1,13.168991242,41441,34792.0,39456.0,60837.0,74.72794316,57.095806968,22.283472485,,16.0,6.5,9592,63.150964514,1476.0,10.133882595,28.645462859,14.222131897,635,1.2905192562,468,0.9511228534,422,0.8576364191,82,0.1666497307,40513,82.335128544,7312,14.860278427,6185,13.812895013,48.944212986,4965,10.157736451
Rural,Van Zandt,8864.1718961,9286.5241191,3606.3152314,9491.5184372,15.713491639,3.5153062256,3.6127627776,6.6714836224,11.650485437,5.9748427673,6.6666666667,15.364126079,27.0,7.3,28.5,40.23659636,18.362242966,12,77,15.584415584,106.0,198.0,35.135135135,22.964509395,46.077893582,34.248688676,9532,22.124735975,10.0,18.39757,5436:1,13.0,23.558410000000002,4245:1,16.0,28.99496,3449:1,5406.0,5834.0,14149.0,5117.0,37.0,34.0,26.0,38.0,38.0,38.0,21.0,38.0,763.0,93.2,6557,11504,56.997566064,943,25311,3.7256528782,18.9,57.5,37.738549618,14.723795277,98481,21677,4.543110209,2818,12239,23.024756925,66,12.142397204,62.0,118.14474637,233.0,86.786479188,10.3,Yes,14.79989256,11.774281063,2.7665860865,0.9401020682,80.458569807,,76.414494596,78.140057822,17721,48.1,76.526573319,76.211969502,105.77879982,75.908869855,898.0,426.8,461.89795065,166.48321903,448.15255408,28.0,55.758010236,,,,22.0,5.249343832,,,,10.738839228,11.30971402,11.3,39.0,86.6,9190,17.3,1891.0785884,3.5966423638,18.0,11.037256874,108.0,28.901888792,30.345985017,1703,13.012913578,21.74622,4599:1,10.11011011,50308,34792.0,31178.0,51332.0,52.542033627,41.322006077,25.360118075,5.6,48.0,17.9,14926,77.121008577,1802.0,9.7379086733,23.147040702,20.138813381,1493,2.7055924033,531,0.9622703055,257,0.4657315791,83,0.150411366,6019,10.907542315,46209,83.739262803,810,1.5995260664,51.011199304,39444,75.018543525
Rural,Walker,7109.8342924,8131.1571816,6536.1412576,7209.0016804,19.48126932,3.94883503,3.6508717259,7.8618495796,12.450199203,5.5009823183,6.8860978779,17.416418116,32.0,5.4,23.6,77.66611161,20.023542815,31,90,34.444444444,411.0,581.3,20.665593129,25.652173913,25.595539787,16.781936534,8314,17.892652692,23.0,32.17503,3108:1,31.0,42.90954,2330:1,38.0,52.598800000000004,1901:1,6331.0,7904.0,3760.0,6360.0,36.0,32.0,36.0,37.0,41.0,29.0,34.0,44.0,651.0,77.1,9029,20114,44.889131948,1089,23625,4.6095238095,23.9,47.044025157,27.869427869,12.465153325,87089,14265,6.1050823694,3303,10598,31.166257784,47,6.5748978792,263.5,375.17708786,210.0,59.484355614,10.1,Yes,19.627749577,18.299821838,2.2721779067,0.3384094755,82.006295908,85.439346812,81.954198473,82.211569191,19538,35.3,78.174175507,75.735616956,80.31859901,78.359456937,859.0,386.2,478.43734188,361.4097482,374.59508497,18.0,40.985472927,,,,21.0,4.6511627907,,,,12.315688393,11.573543446,9.4,758.0,1211.5,16320,23.3,8340.1246177,12.290011373,11.0,5.1299270618,72.0,14.708015255,34.149862598,1183,10.550254169,44.29372,2258:1,7.298861303,42304,30093.0,31346.0,47532.0,56.907781968,19.871256449,22.318821601,4.3,38.0,10.8,11241,52.789518174,3570.0,18.367031949,15.296560316,12.742750363,16496,22.833414077,602,0.8332756592,881,1.2194615544,74,0.1024292339,13090,18.118900962,40699,56.334694443,1696,2.5052438772,41.697003253,30933,45.582882657
Rural,Ward,10760.494645,,8483.1896381,13304.598336,21.536535262,3.7686702892,3.5092138439,10.496794872,,9.0517241379,12.73100616,14.687634891,31.8,8.3,24.4,85.531994746,18.112888726,11,56,19.642857143,35.0,298.6,61.544199925,,68.792995622,50.660792952,1911,19.430604982,3.0,25.86207,3867:1,,,,2.0,17.43375,5736:1,6587.0,,6025.0,7427.0,26.0,,29.0,23.0,21.0,,21.0,22.0,154.0,95.0,1306,3010,43.388704319,225,5546,4.0569780022,21.2,,13.370901639,13.339552239,102800,21128,4.8655812192,615,3188,19.291091593,14,12.068965517,58.0,495.38776905,58.0,100.5861746,7.1,No,10.167310167,7.5324675325,2.3166023166,2.3166023166,82.287278854,,69.611780455,90.641582248,3907,24.0,74.521548825,,78.321997627,72.073285901,188.0,526.6,,406.58347221,644.50860922,,,,,,,,,,,11.845385125,11.054097822,10.9,8.0,86.5,1340,11.8,380.49447188,3.5700363284,,,26.0,32.804673404,31.448141078,383,11.25146886,78.45187999999999,1275:1,,53242,56202.0,52688.0,74554.0,50.20242915,23.035691479,21.133656187,,,,2767,69.979767324,404.0,10.921870776,28.835425384,14.173640167,470,4.0969316597,175,1.5254532775,73,0.6363319386,8,0.069735007,6152,53.626220363,4579,39.914574616,457,4.2882612367,50.165620642,2972,27.88515669
Rural,Washington,6296.3030396,10861.12628,5714.9116488,5362.9317201,16.692508026,3.5514719469,3.5094934487,7.9449152542,16.697588126,5.6831922612,5.7827926657,14.444238754,29.0,7.1,26.2,63.310398007,17.572393366,10,50,20.0,186.0,535.0,25.691291787,37.255792821,51.030927835,12.560386473,4677,17.901707112,22.0,62.75673,1593:1,16.0,45.65819,2190:1,19.0,54.219100000000005,1844:1,3447.0,5707.0,3065.0,2949.0,46.0,39.0,43.0,47.0,39.0,30.0,28.0,41.0,356.0,91.3,3954,7006,56.437339423,627,14856,4.2205169628,18.6,32.941176471,45.931372549,3.188245079,100511,23624,4.2546139519,2331,7285,31.997254633,59,16.830214514,82.0,236.42025141,109.0,62.842679981,9.9,Yes,13.472803347,10.535790827,2.2928870293,1.7573221757,85.771285589,87.395833333,86.844050259,84.432302278,12683,24.2,80.206527713,75.905764371,82.232524472,80.945557186,430.0,327.9,529.33519476,296.52321419,292.75511981,17.0,56.585560696,,,,,,,,,10.793591641,11.013976322,12.0,41.0,138.6,6310,18.3,1005.0094004,2.9806317112,,,53.0,21.9613563,30.469007022,937,11.971381117,48.511829999999996,2061:1,10.62767475,51276,31127.0,38770.0,62483.0,56.440583996,26.322748267,17.626022063,,15.0,8.6,9398,77.001229005,1134.0,9.7969762419,21.439374483,21.168278972,5929,16.919213538,191,0.5450446594,675,1.9262049482,17,0.0485118283,5720,16.322803413,22315,63.678908769,815,2.4922785236,50.743372428,18036,53.490717124
Rural,Wharton,8353.2940877,14842.461096,8138.3266227,6500.6336702,21.739276853,4.0197105453,3.7500627452,9.42812983,16.988416988,8.0676328502,8.3794466403,16.440872092,30.4,7.3,25.2,70.0,17.005926146,12,45,26.666666667,156.0,376.0,48.589977683,44.488711819,69.976953698,21.887436043,7434,21.542830648,17.0,40.7332,2455:1,22.0,52.42088999999999,1908:1,16.0,38.12429,2623:1,5439.0,7137.0,5840.0,4822.0,32.0,28.0,26.0,34.0,37.0,29.0,28.0,40.0,593.0,96.3,4952,9677,51.172884158,940,21054,4.4647097939,24.8,60.344827586,33.189964158,9.2943201377,98451,20119,4.8934340673,4063,10725,37.883449883,68,16.293279022,182.0,439.15209864,134.0,64.555602126,10.0,No,14.111261872,10.665294925,3.1546811398,1.1872455902,84.38280317,89.335887612,81.310827251,84.103940466,15545,27.9,77.057025485,70.396213128,78.568689553,78.789469428,620.0,429.5,758.27893588,423.1425141,356.10540566,30.0,69.484655472,177.08517797,69.138363149,,31.0,7.9487179487,,,,12.710617798,12.000004329,10.8,73.0,216.1,6340,15.3,2811.5610743,6.8109522149,,,58.0,19.988144962,32.357249221,1379,12.337836629,54.80366,1825:1,,46194,30958.0,40000.0,62420.0,65.170387779,40.191163015,29.113442622,3.8,23.0,11.1,10269,67.452706253,1786.0,12.376992377,26.091307663,16.698436904,5445,12.974170797,308,0.7338924895,224,0.5337399924,21,0.0500381243,17377,41.405356462,18600,44.31948151,1864,4.8288904433,50.898303469,20597,49.895833333
Rural,Wheeler,10604.494356,,,,17.341491108,3.703628547,3.6560263402,6.3314711359,,,,15.017090195,29.8,7.6,28.1,62.883548983,18.129859112,5,22,22.727272727,5.0,88.4,35.003977725,,45.652173913,31.073446328,961,21.298758865,2.0,36.06203,2773:1,2.0,37.32736,2679:1,2.0,37.32736,2679:1,6462.0,,,,34.0,,,,33.0,,25.0,34.0,,94.7,699,1294,54.018547141,96,2357,4.0729741196,22.9,33.333333333,45.977011494,21.793103448,93564,22253,4.204556689,446,1434,31.10181311,15,27.046520014,7.0,120.91898428,35.0,124.88403625,7.2,No,10.675381264,5.4362121876,4.7494553377,1.0893246187,86.944444444,,80.701754386,85.744680851,2191,22.7,74.719189696,,,,90.0,460.9,,,,10.0,172.20595833,,,,,,,,,11.257932264,11.344872398,11.0,5.0,109.4,900,16.0,150.05902206,2.7737342341,,,16.0,40.902932229,30.524702046,227,15.063039151,37.32736,2679:1,,45356,18824.0,44321.0,55599.0,52.711111111,54.802726709,17.066877653,,,,1461,63.882815916,187.0,9.0513068732,25.79320642,18.980963046,143,2.6689063083,99,1.8477043673,48,0.8958566629,0,0.0,1372,25.606569616,3684,68.75699888,204,3.9253415432,49.888017917,5410,100.0
Rural,Wilbarger,8612.8062157,,4011.8799382,10738.874985,19.95413604,3.8707200251,3.7188339986,7.6923076923,13.829787234,8.2926829268,6.510851419,16.552940982,28.6,6.5,27.6,28.060583672,17.575732033,6,25,24.0,51.0,391.5,53.347280335,62.780269058,77.986179664,36.73210893,2012,19.303463494,7.0,54.29724,1842:1,5.0,39.17267,2553:1,18.0,141.02162,709:1,4612.0,975.0,5582.0,4522.0,30.0,33.0,28.0,31.0,49.0,34.0,43.0,51.0,118.0,82.9,1784,3240,55.061728395,232,4950,4.6868686869,22.9,37.037037037,30.944350759,12.014652015,83112,17853,4.6553520417,1243,2929,42.437692045,21,16.289171579,42.0,322.69217471,56.0,86.437093861,8.0,Yes,12.859884837,7.8039215686,3.4357005758,2.3992322457,75.677409011,,70.805879372,82.785003826,4720,8.1,75.827583318,,83.034933041,73.950636045,216.0,464.8,,227.83688581,555.27592658,,,,,,,,,,,12.056889155,11.706164402,11.5,,,2200,16.8,1704.0276009,12.589786486,,,18.0,19.683102057,31.359310288,341,11.220796315,54.841739999999994,1823:1,,40353,24619.0,43731.0,48571.0,62.711148649,30.748172234,23.949439754,,11.0,17.0,3343,64.849660524,449.0,9.1149005278,22.5791288,18.074271388,950,7.4428078972,213,1.6687558759,313,2.4522093388,11,0.0861798809,3744,29.33249765,7412,58.069570668,270,2.2087696335,50.658100909,2963,21.891392686
Rural,Willacy,7233.8834433,,6936.3948322,9757.5078287,37.762318572,5.2857188808,3.9586747797,8.5371702638,,,,20.422689063,30.6,7.5,22.8,33.514050782,14.739301892,5,22,22.727272727,77.0,351.6,55.30388826,,,,3523,22.811447811,8.0,36.68042,2726:1,1.0,4.63306,21584:1,6.0,27.798370000000002,3597:1,6057.0,,7026.0,3932.0,31.0,,35.0,22.0,56.0,,58.0,50.0,309.0,87.6,1947,6258,31.112176414,694,6303,11.010629859,44.4,,51.814311778,21.212121212,70430,10638,6.620605377,2276,5324,42.749812171,10,4.5850527281,160.0,730.77713581,54.0,49.486350015,8.8,Yes,19.441944194,11.128557409,10.891089109,0.900090009,86.497890295,,,,5535,32.9,78.369765425,,79.09643241,74.758318872,251.0,396.3,,379.12841262,566.9677541,13.0,60.67961165,,,,,,,,,18.528480483,14.578759999,9.9,114.0,635.3,2950,13.5,1937.7537213,8.7546476974,,,27.0,17.615512089,35.570227869,487,8.9902159867,55.596740000000004,1799:1,22.647283856,30392,,27260.0,40536.0,83.922829582,,11.604143404,,,,4465,77.828133171,583.0,11.226651261,23.749073388,13.704595997,405,1.8763899185,140,0.6486286138,184,0.852483321,13,0.0602297999,19050,88.25982209,1916,8.8769458858,2319,11.344291165,44.597850259,7653,34.57576579
Rural,Winkler,11788.92142,,11394.107634,12762.00612,22.041600407,3.8623313322,3.5134961525,7.41599073,,6.3492063492,9.2526690391,15.576080773,31.3,8.7,23.1,97.566807314,18.605208135,6,25,24.0,22.0,274.8,61.475409836,,62.262718299,62.5,1317,19.125762416,2.0,25.338910000000002,3947:1,2.0,26.40613,3787:1,,,,5227.0,,6411.0,4847.0,24.0,,23.0,24.0,17.0,,17.0,17.0,97.0,99.1,955,1954,48.874104401,169,3235,5.2241112828,21.9,,21.214017522,29.339477727,108909,16899,6.4447008699,728,2328,31.271477663,11,13.936399341,10.0,125.16427812,48.0,123.39648834,7.0,No,9.8859315589,4.5506692161,3.3840304183,3.0418250951,82.215189873,,80.153573538,90.379213483,2598,28.0,74.189153425,,74.303716038,73.583953491,116.0,510.5,,474.88643687,565.51756254,,,,,,,,,,,12.153861228,11.195368053,9.2,5.0,81.0,850,11.0,20.028153716,0.2816899257,,,29.0,54.299998128,31.904077257,300,12.009607686,26.40613,3787:1,,51965,,57350.0,53173.0,62.239297475,18.821167166,15.718464176,,,,1974,78.209191759,284.0,11.858037578,29.442830737,12.331660945,151,1.9936625297,144,1.9012410879,53,0.6997623449,3,0.0396091893,4604,60.786902561,2665,35.18616319,737,10.346764004,48.085555849,1289,18.129395218
Rural,Wood,9457.3664308,11529.284333,5200.8732121,10111.489999,15.745085098,3.6735387188,3.6166163635,5.985299265,,6.0903732809,5.8160504959,14.90060996,29.0,7.3,27.2,43.608807549,17.584391047,9,52,17.307692308,102.0,235.3,33.677853908,14.145810664,28.931750742,38.12128036,6178,20.02333571,22.0,49.74336999999999,2010:1,14.0,31.59272,3165:1,15.0,33.84935,2954:1,4542.0,5785.0,,4574.0,42.0,44.0,26.0,42.0,39.0,33.0,22.0,39.0,434.0,96.7,4066,8187,49.664101625,811,17323,4.6816371298,24.8,41.919191919,19.909793814,21.300917727,88340,20872,4.2324645458,2841,8408,33.789248335,62,14.018585932,75.5,175.19840349,198.0,91.221119071,10.1,No,14.939309057,11.450094162,3.0189853719,1.0582010582,80.572819889,68.656716418,67.644276254,81.385971493,12575,41.5,76.550607835,72.934400953,95.328130298,76.000341559,815.0,433.7,559.53543778,230.39008084,452.12832515,25.0,73.471067094,,,,20.0,6.8917987595,,,,11.048923779,11.170698284,12.5,55.0,145.9,7480,17.3,1565.0632467,3.7295378102,12.0,9.0980082944,95.0,31.53621187,29.294443417,1124,12.560062577,56.415580000000006,1773:1,10.590909091,49739,31277.0,36121.0,50987.0,56.057924377,61.322336626,44.12858412,6.0,43.0,19.8,12965,80.418062275,1742.0,11.313892317,19.33926073,27.097531254,2287,5.1608972334,477,1.0764092612,262,0.5912352755,29,0.0654420725,4463,10.071309293,36526,82.425418604,502,1.2173238275,50.356546464,31137,74.199313697
Rural,Yoakum,8031.5922108,,6346.9836312,12725.031142,21.200879308,3.7884233994,3.4822020023,6.0829493088,,5.2162849873,7.1174377224,14.23587501,29.1,8.8,23.3,67.013580404,18.620534374,2,12,16.666666667,22.0,257.4,56.637970095,,66.199872693,34.482758621,1754,23.581607959,3.0,35.34402,2829:1,1.0,11.67134,8568:1,2.0,23.342670000000002,4284:1,5372.0,,3038.0,5891.0,27.0,,17.0,32.0,18.0,,14.0,19.0,162.0,98.6,1072,2093,51.218346871,135,3818,3.5358826611,17.3,,15.432393693,9.8591549296,110148,25404,4.3358526216,445,2797,15.909903468,12,14.137606032,15.5,182.36366845,41.0,97.45198707,7.3,Yes,12.660550459,3.717472119,8.9908256881,0.0,78.011317704,,79.184466019,80.107526882,2895,16.1,77.709159733,,79.008798475,74.35232398,93.0,387.5,,347.41264806,498.45806295,,,,,,,,,,,11.765599356,10.858380516,9.1,7.0,108.2,580,7.0,540.6331142,6.8616970961,,,25.0,42.990782776,31.471407403,452,15.661815662,70.02801,1428:1,,58363,,58948.0,68017.0,57.593778591,,15.732716159,,,,2054,77.450980392,133.0,5.2279874214,33.029878618,11.671335201,74,0.8636788049,151,1.7623716153,49,0.5718954248,3,0.0350140056,5704,66.573295985,2649,30.917366947,1245,16.173031956,49.544817927,2941,37.327071963
