Status,County,Years of Potential Life Lost Rate,YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),% Fair/Poor,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% LBW (Black),% LBW (Hispanic),% LBW (White),% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,# Chlamydia Cases,Chlamydia Rate,Teen Birth Rate,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),# Uninsured_x,% Uninsured_x,# Primary Care Physicians,PCP Rate,PCP Ratio,# Dentists,Dentist Rate,Dentist Ratio,# Mental Health Providers,MHP Rate,MHP Ratio,Preventable Hosp. Rate,Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% Screened,% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),Cohort Size,Graduation Rate,# Some College,Population_x,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,# Single-Parent Households,# Households,% Single-Parent Households,# Associations,Association Rate,Annual Average Violent Crimes,Violent Crime Rate,# Injury Deaths,Injury Death Rate,Average Daily PM2.5,Presence of violation,% Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,% Drive Alone,% Drive Alone (Black),% Drive Alone (Hispanic),% Drive Alone (White),# Workers who Drive Alone,% Long Commute - Drives Alone,Life Expectancy,Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (White),# Deaths,Age-Adjusted Mortality,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),# Deaths.1,Child Mortality Rate,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),% Frequent Physical Distress,% Frequent Mental Distress,% Diabetic,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,% Insufficient Sleep,# Uninsured.1,% Uninsured.1,Other PCP Rate,Other PCP Ratio,% Disconnected Youth,Household Income,Household income (Black),Household income (Hispanic),Household income (White),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,# Firearm Fatalities,Firearm Fatalities Rate,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,% Female,# Rural,% Rural
Rural,Cherokee,9531.8860432,10744.720335,6046.8828122,10263.168627,20.550797458,4.0237276191,3.8852789721,7.6805793787,14.99272198,5.1523545706,7.4659801398,17.53327769,33.3,6.5,29.1,43.548038155,16.338013177,16,55,29.090909091,274.0,531.6,59.179048099,64.567769477,75.597554197,49.304677623,9108,22.536187059,17.0,32.90238,3039:1,15.0,28.713630000000002,3483:1,44.0,84.22665,1187:1,5658.0,7327.0,3700.0,5397.0,39.0,37.0,28.0,40.0,40.0,30.0,24.0,42.0,714.0,88.5,5590,12190,45.857260049,936,20659,4.5307130064,25.2,56.413612565,30.670995671,21.208307111,91835,19350,4.745994832,4451,13020,34.185867896,53,10.257799799,191.0,394.90551214,190.0,73.863857248,10.0,Yes,17.230682459,12.230215827,4.7941342358,1.1562323745,80.127287977,75.31280077,79.283054004,80.874706902,16241,33.2,75.6220012,74.354558809,98.568606998,74.92232972,830.0,459.6,495.52501603,238.4071296,493.49024047,44.0,83.094122979,,64.047822374,94.858660596,43.0,8.1532043989,,,,12.653297031,12.321006793,12.9,117.0,279.4,9850,19.2,4351.7855306,8.5589252248,13.0,8.3628176262,93.0,25.863795136,34.30459533,1725,12.679162073,40.19908,2488:1,10.417397404,47147,23609.0,44264.0,49014.0,64.334532374,38.39353222,34.383538275,3.6,38.0,14.8,13172,73.648308639,1921.0,11.308647789,25.666156202,17.30474732,7261,13.899310873,836,1.6003062787,306,0.5857580398,28,0.0535987749,12163,23.282924962,31616,60.520673813,2630,5.481222125,48.968223583,32057,63.048480677
Rural,Childress,9430.5331228,,,,19.732628676,3.8993106908,3.6555106731,11.069418386,,10.43956044,12.211221122,17.473594814,30.0,5.7,23.6,74.194006533,20.086407981,2,8,25.0,43.0,606.7,61.550759392,,94.059405941,44.295302013,766,16.670293798,9.0,127.62337,784:1,3.0,42.450829999999996,2356:1,3.0,42.450829999999996,2356:1,4511.0,,3047.0,3611.0,24.0,,16.0,24.0,23.0,,12.0,25.0,96.0,90.1,1150,2333,49.292756108,86,2910,2.9553264605,26.7,43.75,36.705202312,9.5906432749,76864,17055,4.5068308414,372,1424,26.123595506,13,18.43448667,,,30.0,84.767313724,7.5,No,17.364016736,14.285714286,0.8368200837,2.6778242678,80.862207897,,,,2007,13.0,75.137353745,,79.78849063,74.502376338,98.0,461.5,,,,,,,,,,,,,,12.190135447,11.541031623,9.3,14.0,234.3,1360,19.2,1186.999522,16.858394006,,,,,32.398323753,147,9.7350993377,113.20221,883:1,,40925,,31316.0,47923.0,50.572687225,,1.0802904825,,,,1254,54.95179667,259.0,12.298195632,20.532050375,15.395500212,684,9.6787887364,65,0.9197679355,49,0.6933635206,2,0.0283005519,2186,30.932503184,4027,56.983161172,68,1.028277635,40.498089713,2334,33.148700469
Rural,Cochran,10534.328442,,,,26.367478452,4.443436399,3.9422753181,8.038585209,,,,17.361174237,28.0,8.0,23.1,47.521586185,15.812530337,0,3,0.0,11.0,372.5,41.079812207,,,,686,28.417564209,1.0,34.69813,2882:1,0.0,0.0,2851:0,1.0,35.07541,2851:1,4001.0,,1414.0,1919.0,23.0,,,,19.0,,14.0,20.0,,100.0,291,711,40.928270042,52,1133,4.5895851721,38.3,,37.01754386,29.591836735,84643,12446,6.8008195404,271,808,33.53960396,6,20.818875781,6.0,202.80547575,13.0,88.816014211,6.8,Yes,17.475728155,6.6336633663,7.7669902913,4.3689320388,71.646859083,,78.037383178,75.458715596,844,21.4,75.282301736,,,,44.0,494.0,,,,,,,,,,,,,,14.338610192,12.844028913,11.0,,,330,11.1,246.55029157,7.8845632098,,,,,33.745233897,123,15.298507463,35.07541,2851:1,,40796,,31094.0,45192.0,77.656675749,,,,,,761,76.1,69.0,7.5327510917,27.42897229,16.239915819,100,3.5075412136,80,2.8060329709,12,0.4209049456,7,0.245527885,1656,58.084882497,1044,36.61873027,414,15.310650888,50.473518064,3127,100.0
Rural,Coke,7763.5801294,,,,16.822302278,3.6609575959,3.628000756,4.845814978,,,,14.662105175,28.8,4.6,30.5,72.228915663,16.496807073,4,16,25.0,9.0,277.9,40.47976012,,,,414,17.228464419,,,,0.0,0.0,3306:0,,,,4088.0,,,,31.0,,24.0,32.0,46.0,,36.0,47.0,,92.1,404,597,67.671691792,51,1396,3.6532951289,21.2,,37.037037037,12.903225806,80676,16232,4.9701823558,192,594,32.323232323,6,18.382352941,1.0,31.167212093,24.0,147.49262537,7.5,Yes,10.3125,8.625,1.25,0.25,84.337349398,,,,1190,37.0,76.810320852,,,,62.0,431.7,,,,,,,,,,,,,,11.171749439,11.314975467,12.2,,,520,16.0,1196.5709837,36.041294688,,,11.0,48.228691687,28.98538713,85,11.904761905,0.0,3306:0,,42314,,36429.0,44519.0,54.646840149,,23.343845657,,,,1121,71.219822109,153.0,10.573600553,21.324863884,26.527525711,19,0.5747126437,81,2.4500907441,5,0.1512401694,1,0.0302480339,700,21.173623714,2500,75.620084694,70,2.2194039315,50.816696915,3320,100.0
Rural,Coleman,10697.149483,,10784.145504,10576.380214,17.882673172,3.8349188834,3.748971811,11.016949153,,14.285714286,10.619469027,15.928049117,28.1,6.7,26.1,65.902192243,16.555144616,2,16,12.5,30.0,359.8,54.354539839,,57.851239669,52.826691381,1303,20.448838669,5.0,59.38242,1684:1,2.0,23.724790000000002,4215:1,1.0,11.8624,8430:1,9079.0,42105.0,2715.0,9094.0,32.0,,29.0,33.0,23.0,,15.0,23.0,96.0,88.9,911,1750,52.057142857,136,3070,4.4299674267,41.2,85.074626866,22.268041237,28.888888889,78636,17734,4.4341942032,652,1833,35.570103655,22,26.128266033,11.5,211.47480691,29.0,68.78394725,7.8,Yes,12.775330396,11.56626506,0.8516886931,0.4111600587,87.813072694,,,,2875,26.4,74.519287059,,,,163.0,484.6,,478.66032525,479.3434068,,,,,,,,,,,11.85683346,11.812937428,11.8,6.0,84.8,1530,18.1,753.85216331,8.4750102677,,,12.0,20.134566016,29.982088182,216,11.458885942,59.31198,1686:1,,35596,,40857.0,41193.0,61.769115442,39.282854484,21.798035985,,,,2467,71.095100865,405.0,12.492288711,21.18623962,24.555160142,244,2.8944246738,118,1.3997627521,81,0.9608540925,3,0.0355871886,1499,17.78173191,6449,76.50059312,146,1.8397177419,49.525504152,4585,51.545812254
Rural,Collingsworth,8649.5098524,,,,22.032213515,4.186692966,3.9463250268,7.2796934866,,,,17.313123728,28.1,7.9,23.5,68.956493294,16.478930113,3,3,100.0,,,36.734693878,,51.987767584,28.248587571,726,29.656862745,,,,0.0,0.0,2987:0,,,,7738.0,,,,31.0,,14.0,36.0,7.0,,,,,97.8,273,712,38.342696629,42,1159,3.6238136324,28.1,,34.972677596,4.4585987261,77278,23074,3.3491375574,216,737,29.308005427,8,26.525198939,5.0,162.12710765,17.0,112.11501682,7.3,Yes,11.711711712,11.081081081,2.1621621622,0.3603603604,86.336779911,,,,1169,16.7,76.100656006,,,,46.0,434.8,,,,,,,,,,,,,,13.299992702,12.75781988,11.1,,,430,14.3,80.866869809,2.6453015966,,,,,32.09150422,159,18.838862559,133.91363,747:1,,39809,21131.0,42857.0,52222.0,62.273476112,,,,,,883,80.345768881,96.0,9.4210009814,26.715768329,18.27920991,152,5.088717777,89,2.9795781721,16,0.5356545028,0,0.0,1020,34.147974556,1722,57.649815869,170,6.0240963855,51.556745899,3057,100.0
Rural,Colorado,8387.23061,11327.305746,8509.9282052,7496.8036316,18.209038384,3.6828701435,3.5376237258,8.6177951875,12.554112554,7.2796934866,8.9709762533,14.637286936,28.3,7.5,24.2,61.396953147,17.020075662,7,52,13.461538462,90.0,431.2,35.163881051,44.117647059,47.200878156,22.243713733,3218,19.633923124,12.0,57.0912,1752:1,5.0,23.54936,4246:1,3.0,14.12962,7077:1,5417.0,6827.0,6291.0,5189.0,31.0,34.0,17.0,32.0,29.0,18.0,30.0,30.0,269.0,85.9,2194,4057,54.079368992,387,10080,3.8392857143,23.0,30.235602094,14.681970349,5.9322033898,100607,23019,4.37060689,1615,4883,33.073929961,35,16.651600932,46.0,220.73466254,95.0,90.829126511,9.7,Yes,10.38536904,8.0901856764,2.4167210973,0.2482037884,85.813111963,82.761816497,75.304279545,86.699206833,8063,26.0,77.496679294,71.402978708,79.408920812,78.655634589,317.0,390.0,671.84270229,366.93195556,348.98308904,10.0,51.843019337,,,,,,,,,11.351580126,11.10192447,11.8,24.0,137.7,3100,14.9,1311.9009438,6.2848564905,,,38.0,26.008870394,30.884743736,681,13.495838288,28.259230000000002,3539:1,,49100,28859.0,51612.0,54926.0,64.458345181,27.673920059,24.33877797,,15.0,14.3,6240,82.072865974,448.0,6.1912658928,23.125470987,21.486435569,2533,11.930105501,234,1.1021100226,170,0.8006782216,16,0.0753579503,6344,29.87942728,11958,56.320648078,953,4.8602611179,50.014129616,13070,62.613777906
Rural,Comanche,8850.6063862,,7673.8258394,9895.2276877,19.356856286,3.9477786452,3.8168257366,7.4696545285,,7.3226544622,7.68,15.632846552,28.6,7.2,25.8,15.178188064,16.578438583,1,26,3.8461538462,42.0,312.7,46.94996573,,56.587837838,40.404040404,2493,24.46276126,6.0,44.49718,2247:1,4.0,29.47027,3393:1,7.0,51.57298,1939:1,6323.0,,3206.0,6291.0,29.0,,14.0,31.0,24.0,,19.0,24.0,148.0,98.7,1407,2725,51.633027523,195,5288,3.6875945537,25.1,,44.470224285,17.716781036,83618,19168,4.3623747913,780,3028,25.759577279,18,13.349154554,31.0,230.31203566,58.0,85.722731304,8.4,Yes,15.91796875,9.3548387097,5.17578125,2.5390625,80.555555556,,76.686656672,82.913165266,4350,30.4,76.693709741,,86.016912259,75.861182225,216.0,393.2,,354.82330544,418.03932824,10.0,81.659317328,,,,,,,,,12.297463,12.031805614,12.6,8.0,71.1,2120,15.7,1085.9816995,7.7714448223,,,33.0,34.621679466,29.721124262,454,14.546619673,58.94054,1697:1,,46161,28177.0,41002.0,43768.0,65.027322404,41.057616417,9.9317886022,,,,4002,78.363031134,416.0,8.9002995293,22.588963383,24.040374272,63,0.4641567818,179,1.3187946659,72,0.5304648935,7,0.0515729758,3794,27.952552862,9439,69.542474029,732,5.7574327513,50.151035143,9986,71.461285244
Rural,Concho,,,,,20.507288946,3.6329361709,3.1361321711,6.6298342541,,,,15.232787555,30.9,8.4,23.8,70.34499633,20.186394117,2,9,22.222222222,8.0,196.0,42.592592593,,,,372,18.415841584,,,,1.0,36.8053,2717:1,1.0,36.8053,2717:1,5256.0,,2357.0,2975.0,32.0,,26.0,33.0,40.0,,41.0,39.0,,100.0,279,1113,25.067385445,51,1207,4.2253521127,28.2,,7.468879668,18.874172185,93700,18352,5.1057105493,110,543,20.257826888,2,4.6739892498,0.5,12.307692308,,,7.5,Yes,6.1349693252,6.0122699387,0.0,0.490797546,79.252704031,,,,806,20.5,79.851707633,,85.97673966,78.793017664,50.0,356.2,,,,,,,,,,,,,,11.308150812,9.9098015474,8.9,24.0,634.1,320,7.7,433.7118506,10.611985579,,,,,32.6622973,72,12.224108659,73.6106,1359:1,,42723,,31771.0,51510.0,69.14893617,,,,,,564,71.302149178,65.0,9.2592592593,20.20610968,25.358851675,30,1.1041589989,24,0.8833271991,34,1.2513801987,1,0.0368053,995,36.621273463,1626,59.84541774,588,15.663292488,45.712182554,4087,100.0
Rural,Cooke,7681.5127329,,4006.6871945,8857.0057593,14.983860476,3.4371805202,3.5163795507,6.5263157895,12.698412698,5.0428163654,6.7869752844,14.850387548,29.1,7.6,24.9,54.593230481,19.20632383,14,52,26.923076923,126.0,321.2,44.193700047,53.125,69.143932267,35.805626598,6491,20.428652357,13.0,33.10752,3020:1,16.0,40.10528,2493:1,24.0,60.15791,1662:1,5624.0,5068.0,2839.0,5564.0,34.0,46.0,25.0,34.0,41.0,37.0,19.0,42.0,409.0,96.4,5028,8850,56.813559322,671,18826,3.5642196962,20.6,57.396449704,45.711060948,13.631578947,110865,27684,4.0046597313,2857,9089,31.433601056,45,11.46029644,132.0,342.86604847,161.0,82.303264526,9.8,No,14.246575342,10.969299759,3.1849315068,1.4726027397,76.840017629,,61.367521368,81.668121578,13948,29.4,77.786662561,,89.244958998,76.7823545,573.0,387.8,,264.76228466,416.67004197,21.0,55.540862206,,,,,,,,,10.418944845,10.837733224,10.5,26.0,80.3,6350,16.3,908.44765893,2.3634718082,17.0,14.359320889,47.0,17.234930437,30.390133819,1290,13.391466833,67.67765,1478:1,,57382,32016.0,45171.0,63624.0,56.777909037,52.581670598,39.127193733,,30.0,15.3,10456,68.857425091,1141.0,7.885824867,24.005514475,18.260433638,1231,3.0855996992,581,1.4563228475,450,1.1279608974,21,0.0526381752,7242,18.152650708,30050,75.322722146,1402,3.8480540155,50.159167816,22691,59.03426386
Rural,Cottle,,,,,20.61101263,4.0359060765,3.8936854977,,,,,16.233050383,27.8,3.0,26.5,84.186046512,15.191281182,0,1,0.0,10.0,701.3,50.505050505,,,,280,26.26641651,0.0,0.0,1402:0,0.0,0.0,1387:0,,,,1696.0,,,,29.0,,,,17.0,,,,,100.0,130,240,54.166666667,22,517,4.2553191489,39.4,,37.438423645,3.937007874,66500,12490,5.3242594075,123,401,30.673316708,2,14.265335235,4.0,280.0140007,,,7.2,Yes,6.2992125984,4.912836767,1.2598425197,0.0,69.496855346,,,,442,18.3,,,,,31.0,606.9,,,,,,,,,,,,,,12.764459748,12.450949056,12.4,,,310,19.7,692.71562751,46.027616446,,,,,31.533070946,58,17.469879518,0.0,1387:0,,36201,15625.0,28558.0,51000.0,71.014492754,,,,,,434,65.361445783,38.0,6.25,22.566690699,24.7296323,126,9.0843547224,10,0.7209805335,1,0.0720980534,1,0.0720980534,339,24.441240087,902,65.032444124,31,2.3031203566,51.766402307,1505,100.0
Rural,Crane,8219.0934994,,,,18.538824992,3.3930150589,3.2204988526,8.2692307692,,8.1578947368,9.2307692308,12.847075829,30.9,8.8,23.8,92.137142857,19.67915375,4,8,50.0,17.0,336.8,52.631578947,,61.200923788,34.985422741,834,19.767717469,2.0,41.407869999999996,2415:1,1.0,21.09705,4740:1,,,,6544.0,,1863.0,9753.0,30.0,,29.0,30.0,21.0,,16.0,24.0,81.0,90.7,575,1174,48.977853492,84,1588,5.2896725441,16.4,32.835820896,11.830985915,28.318584071,106173,27000,3.9323333333,475,1515,31.353135314,4,8.281573499,5.5,108.97562909,25.0,102.70736617,7.1,No,15.909090909,8.7890625,5.4545454545,1.5584415584,78.510317061,,68.148148148,87.801608579,1560,36.9,78.480114334,,,,57.0,410.8,,,,,,,,,,,,,,10.458826844,9.8590221555,9.5,,,450,9.2,114.33203401,2.6133036346,,,11.0,33.046926636,30.94128411,196,13.031914894,21.09705,4740:1,,56356,,71282.0,53661.0,51.792114695,,,,,,1158,78.296146045,125.0,8.8339222615,29.957805907,11.898734177,129,2.7215189873,79,1.6666666667,42,0.8860759494,6,0.1265822785,3001,63.312236287,1516,31.983122363,567,12.778904665,50.0,468,10.697142857
Rural,Crockett,7263.3683594,,6449.8498905,7626.5762697,21.37628369,3.6810888991,3.4041359479,7.7777777778,,,,13.569805963,28.4,8.5,24.2,18.311374025,17.249578763,3,24,12.5,19.0,512.1,71.193866375,,73.529411765,64.935064935,633,20.706575074,1.0,27.210880000000003,3675:1,1.0,28.058359999999997,3564:1,,,,4680.0,,3540.0,4663.0,26.0,,16.0,37.0,16.0,,18.0,11.0,,88.2,297,903,32.890365449,69,1689,4.0852575488,26.3,,47.440699126,9.4527363184,105438,22692,4.6464833421,267,1002,26.646706587,9,24.489795918,5.0,132.2926313,13.0,70.012925463,7.3,No,12.195121951,9.756097561,2.0905923345,0.0,80.034622043,,,,1387,23.9,77.832752119,,,,47.0,361.4,,325.77638012,382.07427731,,,,,,,,,,,11.62478642,10.673706685,10.1,,,430,11.3,93.213432178,2.5064111906,,,10.0,38.412783774,31.141438936,122,12.461695608,56.116719999999994,1782:1,,44991,,52701.0,60333.0,59.165613148,,,,,,1027,72.785258682,161.0,12.215477997,25.420875421,17.059483726,22,0.6172839506,77,2.1604938272,31,0.8698092031,3,0.0841750842,2341,65.684624018,1130,31.705948373,166,4.8060220035,49.943883277,846,22.748050551
Rural,Culberson,,,,,31.099537437,4.7949997208,4.0252751401,7.9069767442,,,,17.542155028,29.6,8.8,24.2,93.202668891,14.134931327,2,26,7.6923076923,9.0,402.5,75.697211155,,,,447,25.254237288,,,,0.0,0.0,2231:0,,,,8232.0,,9249.0,6989.0,24.0,,25.0,24.0,15.0,,15.0,15.0,,97.5,202,548,36.861313869,33,913,3.6144578313,35.6,,48.837209302,40.404040404,68611,14817,4.6305594925,253,529,47.826086957,2,9.0991810737,0.0,0.0,10.0,89.221984297,5.9,No,16.455696203,13.164556962,4.4303797468,0.0,78.043704475,,,,750,12.4,82.8603063,,,,23.0,268.9,,,,,,,,,,,,,,15.743896021,13.429212925,11.3,,,180,8.2,123.96594971,5.1695558677,,,,,33.193671954,85,15.287769784,89.6459,1116:1,,37825,,26250.0,51118.0,68.235294118,,,,,,490,66.666666667,89.0,13.011695906,23.980277902,20.349619005,19,0.8516360377,58,2.5997310623,47,2.1066786195,1,0.0448229494,1631,73.10623039,488,21.873599283,242,11.606714628,49.798296728,2398,100.0
Rural,Dallam,7755.1190491,,,,20.762865736,3.9088762126,3.6061575777,7.4291300098,,8.014571949,6.711409396,16.249583841,32.1,6.8,21.8,92.301954349,19.634586235,0,17,0.0,37.0,519.6,73.659398939,,93.567251462,54.568527919,1659,25.994985898,5.0,70.86167999999999,1411:1,2.0,27.74695,3604:1,2.0,27.74695,3604:1,5974.0,,5494.0,5654.0,31.0,,26.0,32.0,21.0,,15.0,21.0,137.0,98.3,747,2000,37.35,86,4056,2.1203155819,16.3,,19.25264013,33.369565217,90048,28265,3.1858482222,419,2208,18.976449275,17,24.092970522,46.0,640.53470723,26.0,73.080923068,6.0,Yes,14.412416851,11.759465479,2.1729490022,0.6651884701,83.88680335,,77.710109622,85.615171138,2905,14.1,77.86487661,,92.642404892,73.9083134,81.0,410.4,,,,,,,,,,,,,,12.171938818,11.446697597,8.7,8.0,147.6,880,12.5,1196.4357167,17.849257299,,,15.0,30.340419507,31.846146815,383,16.48020654,138.73474000000002,721:1,,47838,,36917.0,48401.0,63.863636364,18.145636792,7.5915470827,,,,1450,59.621710526,152.0,6.6144473455,31.922863485,11.2236404,111,1.5399556049,161,2.2336293008,77,1.0682574917,14,0.1942286349,3358,46.587125416,3537,49.070477248,884,13.529231711,47.94672586,1578,23.541697747
Rural,Dawson,8869.7328906,,9586.2151202,7288.2558812,23.368389571,3.965460473,3.5611114911,9.4834232845,,9.7619047619,8.8669950739,15.895652726,29.9,7.5,25.3,68.307670064,18.496236598,2,20,10.0,41.0,303.3,70.357142857,93.220338983,78.132927448,44.992743106,2131,21.787138329,4.0,30.50873,3278:1,6.0,46.82744,2136:1,,,,4186.0,6992.0,3145.0,4066.0,26.0,29.0,21.0,30.0,19.0,3.0,14.0,22.0,166.0,96.1,1547,3804,40.667718191,227,4656,4.8754295533,30.7,,22.064220183,17.42081448,91758,17214,5.3304287208,1009,3124,32.298335467,24,18.305239875,59.0,433.75974121,43.0,64.539369015,7.3,Yes,7.8014184397,5.3333333333,1.4184397163,1.1820330969,77.775441548,,75.293132328,83.227981458,3699,18.6,76.529899552,,75.737238158,78.301469105,178.0,440.2,,464.36794174,381.50589863,,,,,,,,,,,12.569755292,11.354034398,10.2,12.0,113.2,1460,11.0,1924.0944966,13.909452011,,,13.0,13.827286555,32.626854115,434,12.453371593,46.82744,2136:1,,42127,16250.0,36552.0,52955.0,75.541448842,55.055147059,14.240349467,,,,3085,71.099331643,356.0,8.8955522239,26.160930305,14.859907906,679,5.299305393,152,1.186295169,138,1.0770311402,17,0.1326777492,7358,57.426051666,4528,35.339108718,643,5.2735175921,45.469445095,2254,16.294368539
Rural,DeWitt,8153.2366284,16739.348377,6321.9051222,7958.3920257,19.413754347,3.7692089149,3.580299858,8.0357142857,14.406779661,9.4993581515,5.9954751131,15.329662476,29.4,7.3,26.7,61.780365229,17.31512271,6,29,20.689655172,127.0,610.7,51.338199513,52.924791086,75.650118203,31.834259727,2576,16.915096198,11.0,52.71987,1897:1,5.0,24.720660000000002,4045:1,2.0,9.888259999999999,10113:1,5975.0,6480.0,7571.0,5908.0,31.0,14.0,24.0,35.0,33.0,23.0,26.0,36.0,188.0,93.4,2208,5017,44.01036476,426,9586,4.4439808053,27.4,35.119047619,23.52666043,15.539858729,109885,18137,6.0586094723,1697,4586,37.003924989,31,14.857416727,112.0,537.75057016,64.0,62.090710648,9.6,Yes,13.101983003,8.7589158345,3.1728045326,1.6997167139,85.029479621,,72.898799314,84.001549487,6634,33.3,77.077296892,68.869023833,79.569877711,77.466911207,327.0,425.3,791.6262563,376.14672566,410.42533153,,,,,,,,,,,11.724336207,11.249244461,11.8,12.0,69.0,3070,14.9,1587.6712884,7.9000412421,,,28.0,19.472165235,31.570713673,474,9.6596698594,64.27371000000001,1556:1,,47657,30150.0,40313.0,62381.0,64.824678207,35.10335175,23.261566934,,14.0,13.6,5465,75.275482094,661.0,9.529988466,22.555127064,19.514486305,1736,8.5830119648,186,0.9196084248,77,0.3806981113,7,0.0346089192,7143,35.315929991,11070,54.73153367,193,1.0104712042,47.374666271,9973,49.624322038
Rural,Deaf Smith,7194.4727067,,6763.4394475,8800.1101308,24.232103077,4.0406500458,3.6169022165,7.7473684211,,7.9341317365,6.9970845481,14.989516802,29.2,8.6,22.0,80.817674995,17.541337169,2,13,15.384615385,83.0,437.9,81.88976378,,92.162554427,36.076662909,3901,23.975170549,2.0,10.62135,9415:1,6.0,31.8539,3139:1,2.0,10.61797,9418:1,4273.0,,4437.0,4118.0,30.0,,20.0,37.0,30.0,,20.0,36.0,277.0,89.5,2244,4676,47.989734816,255,8339,3.057920614,26.7,,29.230769231,15.730337079,93173,23823,3.9110523444,1921,5944,32.318304172,22,11.683483802,59.0,310.11826544,57.0,60.006316454,7.0,No,14.608555287,9.4453507341,5.8111380145,0.8878127522,84.984295724,,84.674264331,89.928598271,7035,8.9,78.150195317,,79.789785033,76.38852163,205.0,388.3,,360.79372446,453.44315633,,,,,,,,,,,12.892276309,11.486977423,9.1,12.0,82.9,1410,7.4,1762.1501544,9.0963770103,,,31.0,23.14382769,32.523754045,794,13.052770015,90.25271000000001,1108:1,,42698,36071.0,45674.0,64330.0,80.362959516,35.953267059,17.447171371,,,,3978,65.021248774,517.0,8.9819318972,31.641537481,12.380547887,175,0.9290719898,328,1.741346358,108,0.5733701423,16,0.0849437248,13762,73.062221278,4657,24.723932894,1686,9.7841225627,50.180505415,3431,17.711129465
Rural,Delta,11327.74861,,,,17.266005117,3.9081928188,3.8927879059,7.0454545455,,,,16.702110188,31.5,6.8,27.5,69.336646913,17.004619658,5,10,50.0,16.0,306.7,45.085662759,92.19858156,,37.259615385,739,18.242409282,1.0,19.17546,5215:1,,,,2.0,37.75009,2649:1,5115.0,,,,33.0,27.0,,33.0,37.0,25.0,,38.0,,94.4,576,1065,54.084507042,85,2609,3.2579532388,27.7,96.478873239,41.025641026,32.756632065,85739,19570,4.3811446091,406,1169,34.730538922,8,15.340364334,1.0,19.094901661,24.0,91.58208044,9.8,No,16.839378238,12.793733681,2.5388601036,1.5544041451,86.917844061,,,,1661,50.8,74.598403401,,,,106.0,522.8,,,,,,,,,,,,,,11.973408796,12.289096739,12.4,,,1070,20.4,141.29395713,2.7010888382,,,15.0,40.819658748,30.848086562,142,11.784232365,56.625139999999995,1766:1,,41644,14500.0,85456.0,43040.0,63.146551724,54.506420474,25.273023509,,,,1571,77.199017199,251.0,12.754065041,23.669309173,20.460551151,327,6.1721404304,129,2.4348810872,38,0.7172517931,3,0.0566251416,401,7.5688939222,4292,81.011702529,7,0.1443894389,50.056625142,5231,100.0
