,Member,,FIPS,Years of Potential Life Lost Rate,YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),% Fair/Poor,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% LBW (Black),% LBW (Hispanic),% LBW (White),% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,# Chlamydia Cases,Chlamydia Rate,Teen Birth Rate,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),# Uninsured,% Uninsured,# Primary Care Physicians,PCP Rate,# Dentists,Dentist Rate,# Mental Health Providers,MHP Rate,Preventable Hosp. Rate,Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% Screened,% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),Cohort Size,Graduation Rate,# Some College,Population,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,# Single-Parent Households,# Households,% Single-Parent Households,# Associations,Association Rate,Annual Average Violent Crimes,Violent Crime Rate,# Injury Deaths,Injury Death Rate,Average Daily PM2.5,% Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,% Drive Alone,% Drive Alone (Black),% Drive Alone (Hispanic),% Drive Alone (White),# Workers who Drive Alone,% Long Commute - Drives Alone,Life Expectancy,Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (White),# Deaths,Age-Adjusted Mortality,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),# Deaths.1,Child Mortality Rate,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),% Frequent Physical Distress,% Frequent Mental Distress,% Diabetic,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,% Insufficient Sleep,# Uninsured.1,% Uninsured.1,Other PCP Rate,% Disconnected Youth,Household Income,Household income (Black),Household income (Hispanic),Household income (White),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,# Firearm Fatalities,Firearm Fatalities Rate,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,% Female,# Rural,% Rural
,,# Asian,-0.06063369,-0.276411265,-0.241921019,-0.233576332,-0.288521188,-0.107335892,-0.17592467,-0.165640108,0.035598207,-0.118812563,-0.048295585,-0.072547961,-0.226146246,-0.17212213,0.04860528,-0.254883078,0.255299373,0.093652103,0.883525193,0.877168499,0.099567217,0.90298075,0.084731311,-0.193029253,-0.222373864,-0.159984141,-0.30207769,0.891285416,-0.163059091,0.933474765,0.220495737,0.914697178,0.306157228,0.87034416,0.267960246,-0.032700654,-0.007541124,0.004018099,-0.085719198,0.147558589,0.109381676,0.062285251,0.171973136,0.205308899,0.145784128,0.183133637,0.230979971,0.918326893,-0.103703613,0.939586011,0.927469134,0.257739748,0.925004238,0.933763113,-0.039218031,-0.175780576,-0.201187722,-0.059064601,-0.157362281,0.324280089,0.252590827,-0.03663689,0.885756433,0.91929127,-0.014364484,0.899969572,-0.184185919,0.87859665,0.184882787,0.902340424,-0.25565204,0.31479734,0.169406216,0.230897859,0.033400082,-0.09036358,-0.01165392,-0.006535329,0.011317519,0.035773948,0.931751022,0.194031883,0.223290818,0.184646721,0.072960276,0.29056195,0.893887471,-0.251095605,-0.289091655,-0.24026133,-0.304277774,0.897386934,-0.160090853,-0.283997081,-0.291897415,-0.337114272,0.882658576,-0.133549954,-0.24222819,-0.182051175,-0.301435608,-0.14426414,-0.171344866,-0.196899932,0.887160352,0.25225645,0.934877127,0.038895342,0.776669699,-0.086041598,0.895604383,-0.130811037,0.883830981,-0.31005489,0.105773962,0.901617455,-0.198846785,0.099802896,-0.226144677,0.311835854,0.185476348,0.098941206,0.378063019,-0.104594246,0.068614113,0.157411372,0.001816913,0.908714322,-0.228919735,0.928937025,-0.232828531,0.915387718,0.211100462,0.097786386,-0.251103254,0.92523798,0.255867844,0.899083183,-0.10431572,1,0.685208284,0.785559627,0.065933912,0.809068943,-0.007471914,0.911358939,-0.137628108,0.86023615,0.077297165,0.087959841,0.293149967,-0.294988421
,,# Workers who Drive Alone,-0.051221066,-0.277343526,-0.224997172,-0.228284086,-0.293347571,-0.060370859,-0.10554048,-0.095210547,0.041659334,-0.114318884,-0.03871005,-0.072778954,-0.188358494,-0.137901221,0.057783853,-0.25273962,0.281068351,0.108749208,0.970241994,0.979856894,0.112051669,0.978845983,0.104216054,-0.164769697,-0.221131193,-0.144359409,-0.311322181,0.980269107,-0.131107026,0.989020883,0.2283534,0.987007299,0.357898174,0.962330611,0.335999687,-0.036723434,-0.021027951,-0.00589802,-0.10232345,0.164422846,0.093139182,0.087299721,0.184685594,0.233053765,0.146851824,0.221904433,0.257304621,0.98604715,-0.157241607,0.995673946,0.998306813,0.250838008,0.984302083,0.999508266,-0.032876008,-0.145022983,-0.218861127,-0.04048837,-0.160061216,0.270258301,0.188503362,-0.010041576,0.984541777,0.995583343,0.031444554,0.983060202,-0.225217782,0.950748503,0.255184042,0.991284114,-0.286071849,0.341989082,0.251839882,0.305139989,0.082752891,-0.080036599,0.001580164,-0.020869506,0.045058148,0.053139136,1,0.166267317,0.207251154,0.190950987,0.046886826,0.294687811,0.990504429,-0.244625542,-0.260499334,-0.233740241,-0.299745096,0.98773505,-0.157479285,-0.237854902,-0.228849966,-0.29479796,0.983411772,-0.108541011,-0.069743123,-0.045269296,-0.213019251,-0.079867695,-0.111799019,-0.212729735,0.943882075,0.275395999,0.991166043,0.026158631,0.923006022,-0.086240476,0.986134664,-0.122711441,0.986866707,-0.354269578,0.167329665,0.983819638,-0.222051058,0.133301078,-0.241951265,0.258188139,0.180025956,0.070605073,0.336651895,-0.041956034,0.117447704,0.163870797,0.020305275,0.984172784,-0.265818702,0.997501258,-0.298648561,0.992678431,0.282721039,0.125200672,-0.292524392,0.94811244,0.248226111,0.989398111,-0.114893158,0.931751022,0.523401043,0.909801742,0.113872369,0.938880278,0.042948735,0.958777059,-0.174026044,0.938301285,0.104406318,0.113648301,0.384862025,-0.352832032
,,Labor Force,-0.050461493,-0.281226708,-0.226592295,-0.229766438,-0.29720727,-0.061867438,-0.10901357,-0.098394659,0.038877692,-0.11295511,-0.040388751,-0.07493135,-0.191998795,-0.145359101,0.058603492,-0.25891219,0.280897059,0.110778642,0.969855575,0.979374136,0.112421872,0.97809253,0.103490363,-0.166625084,-0.223147603,-0.1453093,-0.315895821,0.979068294,-0.130804526,0.990861364,0.228845545,0.987747318,0.357104488,0.966613776,0.337836793,-0.037574144,-0.020677121,-0.005245431,-0.104725883,0.164926239,0.093749332,0.087264544,0.185012507,0.234405544,0.14990397,0.222825234,0.25862489,0.984674561,-0.15509911,0.996788299,0.998474245,0.251659219,0.982340656,1,-0.035810539,-0.146537596,-0.218018534,-0.040342876,-0.159791221,0.273331219,0.191121896,-0.010014287,0.98263184,0.994240327,0.029447235,0.984672633,-0.22501156,0.94719037,0.250817876,0.990221101,-0.28657031,0.341203115,0.254078208,0.306793712,0.084424621,-0.079226579,-0.00347211,-0.024038189,0.041344376,0.047257027,0.999508266,0.16891713,0.211345566,0.192771034,0.047801805,0.300342726,0.987819529,-0.248544194,-0.262214004,-0.234946881,-0.304957065,0.985126842,-0.160681917,-0.243007749,-0.23451322,-0.30301453,0.980471737,-0.116160429,-0.080294916,-0.056182151,-0.2271301,-0.082173693,-0.113668638,-0.21856766,0.94503697,0.276413341,0.990489231,0.024386675,0.921047818,-0.085922601,0.985728951,-0.123236761,0.984682166,-0.354284923,0.159941057,0.982480274,-0.220544234,0.131307114,-0.242406703,0.261558496,0.181722224,0.071382404,0.339280416,-0.04368956,0.117075602,0.162812115,0.015014968,0.98115051,-0.267974469,0.996389658,-0.298717362,0.993222264,0.283843567,0.123718331,-0.292561628,0.946625086,0.244620071,0.989445621,-0.114480435,0.933763113,0.528172693,0.902936539,0.108533705,0.937031868,0.043068719,0.959593204,-0.173450406,0.937621095,0.106416385,0.112816983,0.38485192,-0.35134186
,,% Excessive Drinking,-0.031851048,-0.286582475,-0.520675024,-0.283727412,-0.304180025,-0.62218623,-0.707427494,-0.709904045,-0.210978501,-0.128685565,-0.106660538,-0.033402728,-0.378060745,0.012106532,0.200247579,-0.212079764,0.095630729,1,0.10906507,0.123308288,-0.040455412,0.095550879,0.028947876,-0.359223916,-0.319205253,-0.196385004,-0.171521278,0.049674086,-0.511148715,0.118291814,0.087008838,0.097565696,0.19909926,0.12760506,0.117323193,-0.088514145,0.022762249,-0.079581548,0.07935813,0.243869533,0.0969863,0.060761657,0.202220475,0.249958329,0.011668637,0.158524849,0.229537144,0.066040554,-0.00189003,0.125629131,0.102080906,0.334000153,0.066228716,0.110778642,-0.425393737,-0.710836288,-0.313391497,-0.432768911,-0.498018073,0.656501425,0.655201279,-0.339044473,0.051824117,0.082193039,-0.324796197,0.134672327,-0.112101029,0.050856436,0.055836371,0.106217091,-0.121521878,0.157049424,-0.173183667,0.013639834,-0.266371981,-0.182374245,0.151286415,-0.10529789,-0.042326865,0.044471574,0.108749208,0.209451185,-0.005090981,0.224791274,0.018797659,0.098552433,0.09816904,-0.205669998,-0.543564277,-0.276644138,-0.261582043,0.006241742,-0.065722442,-0.25223072,-0.1955717,-0.153108124,-0.0686265,-0.136925827,-0.621747282,-0.413712622,-0.418405078,-0.69755593,-0.754136586,-0.443511736,0.04036274,0.163550805,0.091766732,-0.0033306,0.038157536,-0.240165896,0.007914049,-0.153525174,0.105778846,-0.205664301,-0.17611407,0.059817709,-0.171090859,-0.06917392,-0.371666634,0.662866487,0.36672868,0.429385505,0.543421108,-0.581796364,-0.024287374,0.117421266,-0.292429161,0.069182399,-0.145596463,0.115333164,-0.052299288,0.088481189,-0.036168475,0.039097026,-0.460732912,0.05228087,0.085016184,0.109719701,-0.142417701,0.093652103,0.17288034,0.121519615,0.126201023,0.030671789,-0.315659647,0.197537986,0.29359871,-0.000228744,-0.264425824,-0.250857674,0.318794557,-0.201384961
,,# Homeowners,-0.052055162,-0.290601103,-0.242253241,-0.246587444,-0.305496701,-0.065934316,-0.11124307,-0.101094907,0.040527217,-0.128969257,-0.044273688,-0.07613159,-0.192044737,-0.13040328,0.062535092,-0.255410359,0.289797535,0.115333164,0.962046648,0.974787827,0.116004977,0.973995164,0.101429415,-0.178968543,-0.245507198,-0.162983503,-0.32415443,0.974858589,-0.145074161,0.987160995,0.239629888,0.978059268,0.37051211,0.953088365,0.342660611,-0.038562909,-0.025987741,-0.009343251,-0.105009237,0.178548472,0.098857994,0.099033312,0.19733014,0.251946409,0.156208936,0.239982341,0.275030231,0.989289088,-0.156000575,0.993390712,0.994165243,0.266440358,0.982844108,0.996389658,-0.025856838,-0.157152584,-0.238504614,-0.04393896,-0.167184599,0.290231478,0.204082983,-0.012420169,0.979167983,0.994930718,0.026898508,0.978490954,-0.242685021,0.939713252,0.256679371,0.985804826,-0.304068428,0.369334717,0.259009295,0.315266249,0.084445637,-0.082729003,0.011782936,-0.017656375,0.05299331,0.051980244,0.997501258,0.182753251,0.216339664,0.219413878,0.058219703,0.309196024,0.98795468,-0.256761596,-0.281864616,-0.253812529,-0.313326636,0.982297042,-0.171484845,-0.255339614,-0.247997702,-0.311177499,0.976826981,-0.120418453,-0.096027155,-0.057328314,-0.214893624,-0.085397945,-0.118556217,-0.213505411,0.924614536,0.266261402,0.983816182,0.028349726,0.92982813,-0.093405159,0.977896698,-0.137339746,0.984526814,-0.374557157,0.176703953,0.979361785,-0.242483115,0.133678307,-0.257061762,0.279662361,0.201390658,0.077021841,0.352611164,-0.053669701,0.128296688,0.172744067,0.000641571,0.978178071,-0.281377983,1,-0.291557215,0.984409083,0.290834342,0.133084471,-0.302822405,0.932291681,0.253438143,0.982556833,-0.130311448,0.928937025,0.544755496,0.912050219,0.119524529,0.939781932,0.038842822,0.962269477,-0.173331702,0.929774921,0.101418323,0.124804135,0.422693273,-0.369479821
,,# Some College,-0.05062803,-0.291076184,-0.242790759,-0.235026449,-0.306037971,-0.070376706,-0.119564194,-0.110487834,0.038975323,-0.116556626,-0.037237662,-0.076024744,-0.20268316,-0.164541267,0.060293542,-0.277345399,0.284462455,0.125629131,0.959923963,0.969601356,0.11228948,0.979420737,0.107842929,-0.176442795,-0.233456978,-0.151908948,-0.320677979,0.966321983,-0.148445237,0.991924843,0.235167411,0.982484272,0.358820624,0.971804536,0.349950404,-0.038464663,-0.020714104,-0.003522123,-0.10445181,0.166280311,0.093734788,0.09021474,0.18806902,0.22953965,0.145582227,0.218072297,0.253829999,0.976612366,-0.151137747,1,0.995602008,0.267169754,0.975459765,0.996788299,-0.041644295,-0.157008751,-0.222919642,-0.046906664,-0.164857315,0.28594666,0.205218157,-0.016685704,0.970256633,0.987145319,0.021456378,0.980557186,-0.222359308,0.939064252,0.242933052,0.984368821,-0.28783625,0.340928718,0.241909717,0.300753315,0.07188545,-0.084978037,-0.009386149,-0.030028423,0.035239346,0.039936642,0.995673946,0.169726544,0.221185551,0.201885611,0.04823196,0.308008682,0.977141673,-0.257745301,-0.28296219,-0.238770483,-0.314665247,0.972270068,-0.166246076,-0.262258359,-0.253496494,-0.31806635,0.964896494,-0.130015626,-0.124401222,-0.086784798,-0.245341729,-0.092279349,-0.127059543,-0.225843802,0.931198216,0.275162757,0.981976714,0.022243975,0.909652826,-0.086424634,0.97812986,-0.127555038,0.97537244,-0.356815244,0.151793692,0.97014767,-0.227598661,0.132667561,-0.248567075,0.275644806,0.186501915,0.077717343,0.349672409,-0.059108349,0.107754714,0.161504723,0.000539957,0.972398369,-0.271215674,0.993390712,-0.300296085,0.987005275,0.277583755,0.11738601,-0.29459526,0.93185184,0.242695913,0.986081476,-0.111626578,0.939586011,0.552296618,0.903945599,0.115671178,0.928662907,0.038427806,0.962894772,-0.170549556,0.923393654,0.100275739,0.108375469,0.388435388,-0.351302446
,4,% With Access,0.023149095,-0.29281485,-0.228109135,-0.170373134,-0.327453108,-0.00576112,-0.040656118,-0.064325554,-0.091346791,-0.117214629,-0.028492188,0.011932518,-0.110022409,0.000571771,0.225161405,-0.186405177,1,0.095630729,0.255011613,0.26683523,0.108400153,0.26550977,-0.001807957,-0.015699117,-0.19066493,-0.004987285,-0.233755125,0.244303194,-0.125150598,0.310237927,0.481198071,0.27384433,0.405449222,0.31471096,0.361362586,-0.1400862,0.096997994,-0.029533889,-0.043916268,0.201530359,0.098275454,0.168033558,0.20674422,0.156866884,0.060608523,0.169029715,0.191353042,0.319144398,-0.136856058,0.284462455,0.271018936,0.241569375,0.251462016,0.280897059,-0.053795326,-0.165380958,-0.18573652,-0.099798282,-0.085641411,0.205515312,0.153147963,-0.047084074,0.250676271,0.271432694,-0.003754889,0.302889066,-0.074364248,0.212853987,0.136488473,0.279418373,-0.210874832,0.05686961,0.172373379,0.25111944,0.025934227,-0.147924273,0.039549963,-0.11505461,0.187012511,0.241273807,0.281068351,-0.131957064,0.209416222,0.215393168,-0.063430662,0.304725863,0.273060982,-0.29351268,-0.278771532,-0.194253663,-0.327527121,0.374255437,-0.3147381,-0.476125128,-0.340027735,-0.518815971,0.368605206,-0.333372486,-0.617321195,-0.324244526,-0.552272572,-0.033741413,-0.072849452,-0.232952469,0.241577981,-0.070099946,0.26293534,-0.088120982,0.26161597,-0.202320195,0.410502471,-0.088818024,0.300253107,-0.194655445,0.089432104,0.248732956,-0.200996378,0.228541651,-0.402364063,0.251846694,0.169979413,-0.012863714,0.191820682,-0.110965449,0.045181961,-0.042040191,-0.337470777,0.346783775,-0.454321087,0.289797535,-0.226050505,0.264060863,0.241806111,0.217551428,-0.23656602,0.219614608,0.006931461,0.26497557,-0.056549286,0.255299373,0.323884174,0.270386544,0.136065428,0.240206155,0.105163984,0.315833133,-0.148863801,0.205920265,0.030859332,0.206805039,0.183643956,-0.508510914
,,% Hispanic,0.054244284,-0.301499689,-0.216313298,0.426679183,-0.082327799,0.831690388,0.623275586,0.179003302,0.139706457,0.069305066,0.338271714,0.042571515,0.114736751,-0.086371092,0.328829281,-0.361020559,0.105163984,-0.315659647,0.044719531,0.045562681,-0.057725265,0.053146681,0.040299358,0.600590047,-0.076872664,0.4252443,0.008609962,0.087397377,0.374044851,0.046588745,-0.078825239,0.044021824,-0.124112537,0.066111823,-0.057139891,0.13660062,0.061222868,0.187455751,-0.096628114,-0.429417943,-0.171458545,-0.207847115,-0.436678579,-0.299745722,-0.169143394,-0.165476815,-0.361717553,0.07534472,-0.258667584,0.038427806,0.053451052,-0.381364917,0.066771708,0.043068719,0.286600301,0.402139402,-0.139958609,0.039147648,0.222182083,-0.214888634,-0.253619617,0.239540727,0.087801978,0.070633064,0.1632299,0.009143306,-0.2609738,0.059791243,0.112812028,0.031784672,-0.377879477,-0.336318028,0.364204133,-0.055129234,0.684256343,0.154889706,-0.168741765,-0.002902838,0.180677146,-0.105403221,0.042948735,-0.33363388,0.304941683,0.370751338,-0.517174936,0.167523721,0.037186558,-0.231387881,-0.118215106,0.488281001,-0.05597187,0.117713188,-0.276818201,-0.177241317,0.002854426,-0.261836516,0.151228165,-0.405044324,0.026321349,0.027112218,-0.077497948,0.681192214,0.350651854,-0.482773605,0.04356975,-0.027906395,0.015192015,-0.765438321,0.139200842,0.195755073,0.166297242,-0.211100781,0.060370298,-0.165198224,0.420314171,0.078721384,-0.042480758,0.008490252,0.278902181,-0.270971883,0.305402081,-0.124950235,0.078765619,0.468347771,0.094637227,-0.351086174,-0.05135734,0.105709826,-0.36193258,0.038842822,-0.251825962,0.050175034,0.010600259,0.524898826,-0.414539881,-0.003734152,-0.392134203,0.048896641,0.113783853,-0.007471914,-0.02144437,0.039470263,-0.005823893,0.167178091,1,-0.055668863,-0.945977168,0.130040992,0.711720568,-0.212360652,-0.243701309,-0.394807122
,,# Primary Care Physicians,-0.071403943,-0.305177627,-0.241253432,-0.238900096,-0.309331455,-0.066817727,-0.123685222,-0.113846265,0.040062063,-0.117762541,-0.03309257,-0.082604447,-0.215241833,-0.168702277,0.061428083,-0.28562951,0.310237927,0.118291814,0.955787232,0.969223815,0.124975439,0.977507651,0.13253271,-0.195046232,-0.233359779,-0.154635765,-0.336188406,0.957572274,-0.158481659,1,0.272353575,0.98702153,0.38745211,0.976572525,0.374223957,-0.048278054,-0.027104916,0.001422289,-0.123085922,0.183679683,0.114676707,0.098728945,0.214678503,0.246473228,0.161850355,0.23612102,0.271570373,0.976090842,-0.157383643,0.991924843,0.987715413,0.28674894,0.961676051,0.990861364,-0.046621835,-0.165691468,-0.230603607,-0.044673179,-0.186391037,0.29684731,0.208755451,-0.011928794,0.965914308,0.980748533,0.032365355,0.98365493,-0.236746891,0.921964146,0.254619405,0.980166103,-0.296339733,0.346034669,0.258271312,0.320819668,0.067212465,-0.095022321,-0.011302664,-0.034319265,0.037161593,0.052091366,0.989020883,0.158858731,0.25710023,0.201989767,0.056950883,0.315851924,0.974244021,-0.284310269,-0.278606066,-0.240471774,-0.319736364,0.965610178,-0.167509644,-0.276911394,-0.254808752,-0.327854895,0.959709836,-0.123518897,-0.126475021,-0.065596665,-0.24457011,-0.093093863,-0.132135188,-0.231192669,0.925655143,0.286183615,0.973692143,0.019454785,0.914745439,-0.087298208,0.97456643,-0.115558351,0.97032661,-0.369174825,0.166192404,0.961401313,-0.248189356,0.1561414,-0.262070262,0.279876392,0.182539959,0.085996687,0.359160537,-0.059458142,0.104294091,0.164747143,0.0075781,0.964009342,-0.279174111,0.987160995,-0.317944882,0.98123622,0.299002729,0.117757431,-0.296140972,0.924251957,0.250524543,0.980933252,-0.120824226,0.933474765,0.576381967,0.898290532,0.116300615,0.925973854,0.046588745,0.954427986,-0.190658631,0.908189393,0.108078709,0.115055931,0.394813999,-0.369875718
,,# Drug Overdose Deaths,-0.079060856,-0.307747615,-0.122403674,-0.158714187,-0.302503882,-0.001662206,-0.079935507,-0.084650981,0.106006395,-0.064620966,0.043175864,-0.089701401,-0.3282438,-0.283708567,0.133948313,-0.326628126,0.410502471,0.007914049,0.979052873,0.987186654,0.264426125,0.972518858,0.15890154,-0.143995636,-0.094672519,-0.082236512,-0.331464489,0.97342588,-0.029825671,0.97456643,0.254795039,0.98852838,0.397514218,0.962779218,0.293356005,-0.1030479,-0.018678109,0.018383447,-0.179892292,0.036735735,-0.000447145,-0.005209044,0.082577501,0.138531574,0.095176867,0.178843385,0.19363418,0.961215551,-0.264343553,0.97812986,0.987646694,0.256309726,0.968741262,0.985728951,-0.087562347,-0.077543541,-0.170228499,0.015258222,-0.267390473,0.229685783,0.143097739,0.030172471,0.980083296,0.978405418,0.114425891,0.977572496,-0.329889519,0.961231232,0.342335447,0.995320109,-0.292446068,0.329554279,0.269060463,0.289182656,0.146936195,-0.174936791,-0.140263924,0.002976028,-0.0022159,0.100844871,0.986134664,0.131470299,0.300395625,0.0637065,-0.04905,0.275620787,0.990004856,-0.311572485,-0.144295198,-0.134063567,-0.295346909,0.983522202,-0.104414258,-0.167973787,-0.133522004,-0.252289756,0.980723955,-0.044091133,0.003119408,0.005771363,-0.182867959,-0.037679172,-0.116420573,-0.238261135,0.96683408,0.380107347,0.983719197,-0.065845485,0.890252929,-0.14244024,1,-0.031269403,0.986660171,-0.38821519,0.141009322,0.9745763,-0.166389106,0.211688317,-0.144850638,0.174572191,0.114287203,0.101341879,0.372487104,0.040597945,0.067588636,0.118271502,0.173565325,0.986853628,-0.213696723,0.977896698,-0.411629048,0.991180504,0.285651829,0.183678858,-0.306956659,0.953056389,0.237032976,0.991602323,-0.057429271,0.895604383,0.407835378,0.880918657,0.019791065,0.925230365,0.166297242,0.930128581,-0.319046858,0.933306567,0.307134397,0.11406089,0.225557767,-0.407959944
,,# Non-Hispanic White,-0.026542998,-0.309766178,-0.292063019,-0.306634143,-0.341418261,-0.16368079,-0.203101228,-0.170718387,0.013263138,-0.13606128,-0.087860685,-0.102367761,-0.205651831,-0.155350938,0.050496089,-0.273828925,0.315833133,0.197537986,0.895547978,0.920074568,0.116144783,0.918939171,0.103476,-0.254048938,-0.269092702,-0.212087217,-0.353003584,0.894853157,-0.242614932,0.954427986,0.277620283,0.930559946,0.409984328,0.926883634,0.395011853,-0.0414377,-0.012114925,-0.026548746,-0.085029084,0.246005042,0.170166216,0.126072731,0.265529349,0.309439088,0.203190587,0.272547084,0.32844033,0.925253003,-0.135131208,0.962894772,0.947009201,0.331010661,0.915214235,0.959593204,-0.078205202,-0.25394013,-0.250990474,-0.079356134,-0.201504926,0.36888289,0.282849831,-0.052699509,0.900792907,0.935718561,-0.010740359,0.963045877,-0.242891246,0.85784611,0.230472739,0.935078824,-0.305519037,0.411944926,0.219658643,0.32553628,0.003937904,-0.112517641,0.022315689,-0.049460121,0.035136452,0.046564565,0.958777059,0.218755666,0.215247749,0.193577613,0.108571953,0.316399255,0.933055827,-0.272825782,-0.337313331,-0.317265694,-0.348122683,0.914215183,-0.179552595,-0.327183757,-0.299147847,-0.334400561,0.904252557,-0.120711517,-0.182614574,-0.097780687,-0.281250008,-0.18207054,-0.195019661,-0.233292513,0.851025462,0.247523812,0.94756578,0.084341721,0.837740541,-0.122414947,0.930128581,-0.123325501,0.92430748,-0.395109071,0.133112077,0.905686932,-0.282519276,0.139448298,-0.317384448,0.373429452,0.208982398,0.104636736,0.395386266,-0.14781263,0.094793765,0.197498374,-0.05948877,0.924555844,-0.275457001,0.962269477,-0.296325564,0.93184028,0.291908848,0.092027699,-0.311614062,0.886879169,0.283267335,0.930989928,-0.137598267,0.911358939,0.603439168,0.888586712,0.141151819,0.822219717,-0.055668863,1,-0.088005222,0.819176617,0.025010244,0.133107058,0.487400492,-0.373953116
,4,Cohort Size,-0.09043103,-0.327956877,-0.237321815,-0.230102091,-0.323771796,-0.039010048,-0.100773003,-0.108728707,0.052776765,-0.138468117,-0.008526483,-0.081126449,-0.254515689,-0.17718989,0.054244237,-0.299223012,0.319144398,0.066040554,0.954498642,0.965034182,0.176553591,0.957273969,0.157787865,-0.182335489,-0.243145702,-0.143551754,-0.330456812,0.978778971,-0.098338321,0.976090842,0.249782554,0.969465148,0.385453256,0.928855406,0.335787663,-0.074871101,-0.037472158,0.007756283,-0.13360713,0.157552964,0.079259301,0.085299451,0.170651818,0.2319059,0.173457242,0.235455123,0.26439116,1,-0.156286727,0.976612366,0.983533659,0.321761121,0.979443752,0.984674561,-0.053450612,-0.134117287,-0.249647005,-0.027607067,-0.195678759,0.295749993,0.220008603,-1.28E-05,0.982494442,0.993829864,0.030551132,0.958967948,-0.332844318,0.927214075,0.240192752,0.971177606,-0.348411984,0.343102355,0.269950581,0.318127296,0.095541283,-0.101007068,-0.038103336,-0.013142073,0.053725004,0.040341015,0.98604715,0.16634077,0.305220305,0.258307572,0.029863263,0.338903833,0.98014631,-0.327453828,-0.274245537,-0.22946546,-0.327055068,0.980083182,-0.184619609,-0.252953696,-0.2551354,-0.314400451,0.975967103,-0.129372234,-0.092697843,-0.053206326,-0.199965596,-0.065044163,-0.116110188,-0.224341454,0.923771045,0.357462731,0.972298135,-0.017994485,0.943716085,-0.052732882,0.961215551,-0.164354819,0.976629328,-0.40364745,0.187037819,0.981217255,-0.228955846,0.219839585,-0.246600072,0.264536023,0.205328179,0.094066786,0.395505747,-0.050415544,0.137041976,0.1654022,0.001621882,0.964463729,-0.292062369,0.989289088,-0.371441707,0.974577947,0.295719771,0.157405626,-0.324959547,0.928445595,0.226131882,0.968125166,-0.132121022,0.918326893,0.53102049,0.895289348,0.098292486,0.954274876,0.07534472,0.925253003,-0.211341975,0.946960319,0.180199277,0.140362167,0.360603189,-0.394143048
