,Member,,FIPS,Years of Potential Life Lost Rate,YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),% Fair/Poor,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% LBW (Black),% LBW (Hispanic),% LBW (White),% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,# Chlamydia Cases,Chlamydia Rate,Teen Birth Rate,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),# Uninsured,% Uninsured,# Primary Care Physicians,PCP Rate,# Dentists,Dentist Rate,# Mental Health Providers,MHP Rate,Preventable Hosp. Rate,Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% Screened,% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),Cohort Size,Graduation Rate,# Some College,Population,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,# Single-Parent Households,# Households,% Single-Parent Households,# Associations,Association Rate,Annual Average Violent Crimes,Violent Crime Rate,# Injury Deaths,Injury Death Rate,Average Daily PM2.5,% Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,% Drive Alone,% Drive Alone (Black),% Drive Alone (Hispanic),% Drive Alone (White),# Workers who Drive Alone,% Long Commute - Drives Alone,Life Expectancy,Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (White),# Deaths,Age-Adjusted Mortality,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),# Deaths.1,Child Mortality Rate,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),% Frequent Physical Distress,% Frequent Mental Distress,% Diabetic,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,% Insufficient Sleep,# Uninsured.1,% Uninsured.1,Other PCP Rate,% Disconnected Youth,Household Income,Household income (Black),Household income (Hispanic),Household income (White),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,# Firearm Fatalities,Firearm Fatalities Rate,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,% Female,# Rural,% Rural
,,# Unemployed,-0.052800951,-0.252280645,-0.188936787,-0.207315016,-0.258032294,-0.026330644,-0.070172375,-0.062167439,0.049299444,-0.116278233,-0.032355243,-0.060613601,-0.168898544,-0.115309302,0.047859187,-0.222081966,0.251462016,0.066228716,0.973006021,0.969576128,0.108545108,0.970920004,0.095157438,-0.130805792,-0.205366683,-0.126796443,-0.282270939,0.990710643,-0.082787921,0.961676051,0.198840931,0.964357115,0.31823335,0.922109824,0.285531566,-0.027009067,-0.020985397,0.002356294,-0.093961811,0.132799387,0.066746507,0.072083992,0.149134306,0.210721949,0.138546029,0.204720805,0.237033008,0.979443752,-0.155595855,0.975459765,0.987269293,0.210356665,1,0.982340656,0.017572262,-0.097169266,-0.204018987,-0.019319087,-0.135633958,0.232792539,0.146676562,0.016942024,0.985358959,0.991089006,0.043025036,0.948834967,-0.221124624,0.972386281,0.257614763,0.980035111,-0.275464858,0.33075814,0.261117708,0.291626443,0.113886285,-0.061252128,0.005274408,0.007568413,0.051454466,0.057701379,0.984302083,0.155654991,0.19375282,0.198009331,0.04097913,0.273605747,0.981441173,-0.222949559,-0.219843725,-0.21333197,-0.265566753,0.986938947,-0.144877788,-0.193401939,-0.202555011,-0.269089584,0.979194803,-0.101862277,-0.028494323,-0.055814708,-0.176709333,-0.042788302,-0.07290002,-0.184139309,0.951377938,0.270440124,0.983954997,0.02237266,0.921896404,-0.071149457,0.968741262,-0.124828913,0.981686718,-0.33219322,0.179203127,0.992962542,-0.199517735,0.121125049,-0.204465008,0.21256912,0.165448722,0.055667308,0.306224237,-0.005515934,0.13243625,0.1592396,0.046166635,0.982020944,-0.250879198,0.982844108,-0.275209289,0.984525393,0.273148173,0.138307379,-0.276506492,0.949096682,0.237508232,0.973737648,-0.118242782,0.925004238,0.481275377,0.866602737,0.091987186,0.949978895,0.066771708,0.915214235,-0.19146985,0.970441748,0.130794472,0.107481275,0.358514627,-0.335047167
,,# Dentists,-0.069981722,-0.254357343,-0.196721213,-0.198740162,-0.263147655,-0.052240573,-0.097715962,-0.081802736,0.051028,-0.091150372,-0.027495421,-0.063167687,-0.185008023,-0.15175294,0.047113634,-0.239921322,0.27384433,0.097565696,0.974972562,0.980460638,0.109617367,0.97925453,0.111876519,-0.146487802,-0.178938067,-0.12206765,-0.286256317,0.969909267,-0.120477017,0.98702153,0.224105946,1,0.360515864,0.974619317,0.334125942,-0.042059159,-0.02385402,-0.008446878,-0.104263364,0.147803788,0.082963988,0.072911465,0.172317645,0.206400961,0.123926877,0.193405138,0.23179777,0.969465148,-0.155961191,0.982484272,0.988366538,0.228761477,0.964357115,0.987747318,-0.044741584,-0.132666712,-0.180523956,-0.036094748,-0.145989537,0.240274151,0.16824752,-0.015707522,0.980049547,0.980417384,0.039577572,0.976622264,-0.202249388,0.950808071,0.254547531,0.990564111,-0.24943402,0.310560984,0.233730982,0.281602326,0.073273515,-0.076616163,-0.014352429,-0.026240704,0.035302632,0.061810918,0.987007299,0.151495605,0.209504846,0.137179579,0.033055733,0.259250146,0.985090142,-0.22464173,-0.226554316,-0.203260053,-0.270672898,0.982126216,-0.127178743,-0.208017126,-0.18616062,-0.251386984,0.97994235,-0.071456711,-0.042224177,3.05E-05,-0.183774865,-0.07240224,-0.103622139,-0.201826949,0.962251973,0.286810703,0.981011954,0.0282289,0.906776016,-0.078599456,0.98852838,-0.089379599,0.979042787,-0.321734914,0.15661315,0.972216276,-0.196645354,0.137619725,-0.213914284,0.229342782,0.15316928,0.071138663,0.316289883,-0.024515532,0.100066556,0.154168288,0.067398204,0.983077635,-0.219338851,0.978059268,-0.303589487,0.988971599,0.263771222,0.105851238,-0.264648916,0.952332204,0.246880368,0.992658557,-0.088643949,0.914697178,0.485893,0.899843794,0.105065388,0.933244291,0.044021824,0.930559946,-0.176791575,0.927336052,0.110633969,0.098193916,0.345729363,-0.324519806
,,# Hispanic,-0.069197587,-0.256304674,-0.173467234,-0.147718187,-0.250198633,0.06938514,0.027907937,0.008740721,0.058648432,-0.106625066,0.017685982,-0.045624739,-0.150421493,-0.105636559,0.076792911,-0.239918508,0.240206155,0.030671789,0.940571466,0.94472272,0.107585979,0.944635191,0.10114964,-0.071014459,-0.204337331,-0.087069435,-0.275118126,0.966587576,-0.011745374,0.925973854,0.178650019,0.933244291,0.299861795,0.907579464,0.282753715,-0.034281972,-0.042099179,0.014101028,-0.127501136,0.090630232,0.005448262,0.071057562,0.106212649,0.166261208,0.087816081,0.189259553,0.190217872,0.954274876,-0.178502462,0.928662907,0.947928792,0.170054407,0.949978895,0.937031868,0.02354476,-0.023787138,-0.205439364,0.005666392,-0.111787525,0.154166889,0.075247096,0.044490764,0.97132557,0.960171337,0.074057764,0.90293439,-0.229220443,0.928603773,0.267748535,0.945855338,-0.286374782,0.277476833,0.31144015,0.302775464,0.187290773,-0.036201011,-0.014555351,-0.005923739,0.068899857,0.036586059,0.938880278,0.103256255,0.205971585,0.245194226,-0.020821776,0.29126315,0.949932759,-0.224380184,-0.198825132,-0.146488346,-0.257088827,0.95007995,-0.15627861,-0.160794151,-0.161175915,-0.260936231,0.943318464,-0.129961951,0.007871595,0.007269366,-0.129759859,0.056664779,0.000269844,-0.202258388,0.897642391,0.258896398,0.913557003,-0.056486099,0.968486192,-0.044899618,0.925230365,-0.142693273,0.955812005,-0.330234807,0.210373891,0.960979543,-0.177632616,0.12220982,-0.175801747,0.129634866,0.177011451,0.026731473,0.251673317,0.071794715,0.16276858,0.114205752,0.037147424,0.926871286,-0.28797608,0.939781932,-0.289498459,0.946438396,0.2900988,0.170515329,-0.281066784,0.853701917,0.160121091,0.949037606,-0.107886787,0.809068943,0.370365316,0.861237235,0.094644398,1,0.167178091,0.822219717,-0.264258162,0.956573112,0.191099376,0.10307579,0.338871259,-0.343731074
,,# Deaths.2,-0.149893198,-0.258871329,-0.095688145,-0.146039253,-0.247939626,0.0068497,-0.051177547,-0.054136315,0.139858866,-0.055319003,0.062440883,-0.063408794,-0.298412678,-0.274229344,0.10036619,-0.279294951,0.368605206,-0.0686265,0.976320057,0.986202324,0.25052631,0.965472384,0.15765183,-0.080641782,-0.062382659,-0.045737299,-0.274574108,0.990558044,0.028607983,0.959709836,0.228633046,0.97994235,0.388435513,0.934989806,0.274302948,-0.063626371,0.059420737,0.048861954,-0.149672472,0.02168181,-0.051369532,-0.007315655,0.075112198,0.129473317,0.085199789,0.180289729,0.189760426,0.975967103,-0.181965673,0.964896494,0.984580389,0.171366609,0.979194803,0.980471737,-0.040510259,0.007462221,-0.145443201,0.047748647,-0.188728038,0.165383531,0.084153253,0.055181412,0.995485775,0.988733097,0.155123145,0.96553581,-0.319321768,0.96523943,0.339734367,0.987154297,-0.252121909,0.304823617,0.256481311,0.267724596,0.144307836,-0.085951419,-0.121515116,0.033729396,0.002496837,0.102954524,0.983411772,0.134275322,0.277894458,0.09923148,-0.051049338,0.257593726,0.993710231,-0.265861696,-0.114951697,-0.112644115,-0.245879876,0.998793299,-0.085996851,-0.165100722,-0.123935092,-0.209676872,1,-0.027630798,0.067631522,0.062044694,-0.105997269,-0.015570076,-0.070081382,-0.198660047,0.966354836,0.458772053,0.98692847,-0.045653436,0.925972294,-0.094091988,0.980723955,0.00323882,0.991693931,-0.351535205,0.170753536,0.991385277,-0.098525024,0.209330173,-0.122854338,0.11155766,0.082840151,0.068651762,0.310993816,0.102231406,0.112730771,0.159869139,0.215566251,0.987264865,-0.188362021,0.976826981,-0.389843746,0.987820328,0.276957895,0.15628563,-0.329193538,0.963594795,0.241812558,0.98117431,-0.066674491,0.882658576,0.352600383,0.89479935,0.026171716,0.943318464,0.151228165,0.904252557,-0.306218024,0.959771894,0.228308757,0.107458207,0.167669293,-0.407427071
,,# Firearm Fatalities,-0.065644793,-0.262011965,-0.15830339,-0.174158909,-0.260974415,-0.032098397,-0.094266523,-0.091421883,0.075055334,-0.098323349,0.009837874,-0.075094805,-0.250975798,-0.192193255,0.075743541,-0.27447742,0.346783775,0.069182399,0.983531543,0.984284658,0.166684349,0.978021672,0.156329168,-0.128114726,-0.14425492,-0.096415892,-0.262846865,0.977703081,-0.063411323,0.964009342,0.247367209,0.983077635,0.381028805,0.939720646,0.302078054,-0.048475339,0.043256874,-0.006767517,-0.106368465,0.104446571,0.055207234,0.037062891,0.129857777,0.19383314,0.133033007,0.171899947,0.23717087,0.964463729,-0.186869908,0.972398369,0.98507492,0.249005569,0.982020944,0.98115051,-0.064371008,-0.115197913,-0.166838766,-0.042236774,-0.209706387,0.241019854,0.177811734,0.0011184,0.982649613,0.981732254,0.056444224,0.959746974,-0.30646964,0.981384526,0.303835367,0.993579277,-0.276449425,0.331037592,0.245582824,0.287607319,0.09714386,-0.136229974,-0.06237779,-0.01479522,0.031182315,0.107987202,0.984172784,0.114492593,0.254616215,0.097408615,0.006811734,0.231417272,0.992507743,-0.264053357,-0.184801243,-0.176550375,-0.25163038,0.991451044,-0.098089035,-0.175575775,-0.156180352,-0.211912636,0.987264865,-0.045327193,0.020806907,0.024836874,-0.130827186,-0.061026035,-0.119204213,-0.212202982,0.964934023,0.38654926,0.987407049,-0.021480207,0.89483066,-0.089757954,0.986853628,-0.069368035,0.988431313,-0.350232526,0.188204781,0.981615225,-0.186433698,0.252457793,-0.196631091,0.202390713,0.125511214,0.072470405,0.354500404,-0.002398197,0.086207721,0.137205895,0.099175151,1,-0.186837357,0.978178071,-0.382382834,0.986177292,0.285171204,0.177060445,-0.31031217,0.965266123,0.229704573,0.987210207,-0.060112666,0.908714322,0.42036611,0.896681982,0.091641852,0.926871286,0.105709826,0.924555844,-0.25352384,0.940311085,0.235756875,0.098374454,0.309397955,-0.373529631
,,# Motor Vehicle Deaths,-0.05884529,-0.26268141,-0.188873284,-0.215679901,-0.260544006,-0.050335546,-0.096124794,-0.083528146,0.07461414,-0.096005127,-0.024945972,-0.056299224,-0.210311679,-0.133616769,0.040092127,-0.235696085,0.300253107,0.105778846,0.986194375,0.994674718,0.153827118,0.976566335,0.185125177,-0.145620216,-0.195445178,-0.118685927,-0.278436292,0.9866395,-0.082813176,0.97032661,0.225979012,0.979042787,0.365010761,0.950922697,0.356798456,-0.075112257,-0.031217455,-0.010753355,-0.129524212,0.164581699,0.091737985,0.07150033,0.177175557,0.233495982,0.154159018,0.224439752,0.26298963,0.976629328,-0.174140082,0.97537244,0.98853681,0.266294582,0.981686718,0.984682166,-0.046305166,-0.130734663,-0.203212503,-0.04626838,-0.177492031,0.261534967,0.185703079,-0.008855255,0.991040275,0.989390184,0.060326031,0.972682006,-0.295102205,0.963708876,0.307551558,0.994533456,-0.288087516,0.344031701,0.272308405,0.331127485,0.087667091,-0.086441064,-0.023088565,-0.017495542,0.065028146,0.082690995,0.986866707,0.143998167,0.270017913,0.151642537,0.040847443,0.259468856,0.995766121,-0.268342261,-0.211404145,-0.221817113,-0.259026858,0.993737837,-0.129341957,-0.186707784,-0.153736657,-0.228497972,0.991693931,-0.066297648,0.035643053,0.031279583,-0.138129382,-0.068094882,-0.106370567,-0.200325934,0.950480206,0.375965833,0.981775017,0.011896988,0.937334765,-0.066137493,0.986660171,-0.108893253,1,-0.337482353,0.184343776,0.988038813,-0.204166906,0.239638353,-0.235192496,0.231813376,0.164399917,0.076839786,0.352032817,-0.023604025,0.132791959,0.176345416,0.064634961,0.988431313,-0.247900441,0.984526814,-0.398338508,0.988565258,0.300086314,0.139503123,-0.312497664,0.940681006,0.238409255,0.989204926,-0.117187341,0.883830981,0.43745148,0.906393846,0.112921458,0.955812005,0.060370298,0.92430748,-0.18868994,0.950172664,0.168310064,0.121526654,0.39905017,-0.365380835
,,# Mental Health Providers,-0.060185423,-0.263244433,-0.204581809,-0.194115475,-0.29038465,-0.053972393,-0.106315282,-0.096451719,0.063677084,-0.080472254,0.001313998,-0.079776855,-0.214998541,-0.206514122,0.061509542,-0.294621995,0.31471096,0.12760506,0.940429564,0.958608147,0.149907403,0.966529538,0.209888684,-0.150342528,-0.171695723,-0.107231539,-0.310626075,0.93096867,-0.126017711,0.976572525,0.255227236,0.974619317,0.381217618,1,0.411281656,-0.045056246,-0.025650754,0.006754632,-0.118578077,0.168523108,0.094584213,0.075845006,0.195286702,0.214466433,0.130427988,0.206964822,0.247686089,0.928855406,-0.15999404,0.971804536,0.96755631,0.268516057,0.922109824,0.966613776,-0.072520682,-0.140861643,-0.176288967,-0.049724284,-0.195760822,0.256192634,0.172786619,-0.018256024,0.943017501,0.947061894,0.050076496,0.976398564,-0.21880746,0.904235106,0.246106816,0.967047136,-0.27721863,0.297579562,0.247670706,0.30822916,0.062163761,-0.109155477,-0.049986545,-0.051114211,0.013836596,0.039774812,0.962330611,0.126536059,0.214201331,0.140428739,0.008520563,0.283740636,0.950142661,-0.244035679,-0.234924577,-0.192238984,-0.294803449,0.93902518,-0.131731519,-0.234798021,-0.183320302,-0.279069723,0.934989806,-0.090642799,-0.053361115,0.001328275,-0.221634115,-0.077833884,-0.119825746,-0.239649816,0.916267345,0.296374414,0.946393056,0.002782757,0.897191928,-0.075522873,0.962779218,-0.081252005,0.950922697,-0.352482226,0.13606238,0.9311183,-0.207355483,0.176602321,-0.225799934,0.232819365,0.133061349,0.076152219,0.349615809,-0.024411462,0.097866126,0.160586648,0.049844066,0.939720646,-0.23707139,0.953088365,-0.329269548,0.967134566,0.290787174,0.108610306,-0.2891052,0.892753634,0.222474639,0.975413659,-0.074296922,0.87034416,0.473343368,0.894326827,0.117860766,0.907579464,0.066111823,0.926883634,-0.195562316,0.878950242,0.119420966,0.1039216,0.361910027,-0.362757039
,,Population,-0.051165599,-0.269070956,-0.214879063,-0.215899825,-0.282835391,-0.047518758,-0.092749042,-0.084000383,0.044127725,-0.110152562,-0.034041299,-0.068231036,-0.181761011,-0.140114326,0.054907779,-0.250793203,0.271018936,0.102080906,0.976312619,0.982802748,0.110717909,0.983473178,0.105084921,-0.149256682,-0.211273281,-0.132283823,-0.300025808,0.985251919,-0.114945002,0.987715413,0.217873961,0.988366538,0.346899412,0.96755631,0.330873623,-0.034411043,-0.020716475,-0.001775226,-0.101450959,0.15092769,0.082688007,0.081442414,0.170686331,0.220158411,0.138387731,0.211705831,0.244670821,0.983533659,-0.159326952,0.995602008,1,0.234753119,0.987269293,0.998474245,-0.025657311,-0.127649122,-0.208455952,-0.033876385,-0.151405775,0.251843552,0.171270426,-0.00313381,0.987818446,0.995522119,0.036673235,0.980434544,-0.220422169,0.958952647,0.255852468,0.993399767,-0.27783414,0.330180613,0.2552334,0.301458926,0.092487451,-0.074557995,-0.00629962,-0.020226311,0.042215026,0.048923334,0.998306813,0.158096043,0.202462226,0.186939808,0.039299091,0.287721728,0.989594006,-0.237021734,-0.24796219,-0.22038096,-0.288966607,0.989232193,-0.149997932,-0.22476437,-0.213696169,-0.2828988,0.984580389,-0.10588305,-0.056013709,-0.042464722,-0.204814508,-0.066237548,-0.099075603,-0.211805915,0.953240709,0.28400927,0.990513338,0.022231693,0.926663514,-0.079770569,0.987646694,-0.119336405,0.98853681,-0.343735476,0.167022068,0.987485258,-0.211442085,0.131709635,-0.226220923,0.237857023,0.170766573,0.063363485,0.322148423,-0.025977655,0.119478609,0.159938994,0.030679649,0.98507492,-0.259616268,0.994165243,-0.298953914,0.996182892,0.280409442,0.123653229,-0.288430227,0.948288146,0.242630067,0.992959711,-0.108874728,0.927469134,0.503679425,0.902539617,0.111295229,0.947928792,0.053451052,0.947009201,-0.181567414,0.949644337,0.11430359,0.102994234,0.372553244,-0.344700526
,,# Deaths.1,-0.094430355,-0.269813549,-0.158035753,-0.182535976,-0.261724708,-0.007424067,-0.065895053,-0.062880038,0.093144745,-0.10150431,0.035479211,-0.065054074,-0.252387922,-0.208673754,0.060111957,-0.281127049,0.374255437,0.006241742,0.981743519,0.987847602,0.199972018,0.972817438,0.178271523,-0.109481898,-0.134006045,-0.066998469,-0.274696913,0.993096306,-0.033468707,0.965610178,0.259736966,0.982126216,0.374286037,0.93902518,0.293588222,-0.082997982,-0.009703086,0.004143029,-0.130402407,0.099520873,0.041524013,0.058433719,0.131351734,0.183411061,0.13175885,0.184407251,0.230574794,0.980083182,-0.157691023,0.972270068,0.989232193,0.2379758,0.986938947,0.985126842,-0.054193544,-0.067011519,-0.165641206,-0.003387973,-0.186837748,0.215979537,0.141267812,0.030511311,0.996357846,0.992616949,0.101525192,0.965569387,-0.311377387,0.971472,0.300276377,0.990899292,-0.290294214,0.308679564,0.27736571,0.312841326,0.117076158,-0.112593854,-0.096032348,-0.002755843,-0.004981475,0.075349259,0.98773505,0.1249129,0.28767165,0.143163023,0.012218977,0.269105346,0.995279282,-0.277740807,-0.183269555,-0.175334285,-0.256297898,1,-0.107134271,-0.171651563,-0.149987641,-0.213645478,0.998793299,-0.044317961,0.042276447,0.036822889,-0.124589769,-0.030434413,-0.079147882,-0.211520823,0.965371702,0.40729247,0.989287481,-0.026788381,0.928822734,-0.05106693,0.983522202,-0.063851046,0.993737837,-0.372826863,0.180844233,0.994548365,-0.165258935,0.249345266,-0.184712741,0.168737757,0.141275447,0.089570544,0.33805605,0.029601825,0.133268076,0.169571734,0.101943103,0.991451044,-0.227762889,0.982297042,-0.391998489,0.990834545,0.312981694,0.167176236,-0.329748736,0.962508707,0.229826979,0.985208788,-0.082049097,0.897386934,0.41126392,0.897265881,0.073902975,0.95007995,0.117713188,0.914215183,-0.261892378,0.963342736,0.236880832,0.110784435,0.269358956,-0.409648867
,,# Associations,-0.037784544,-0.273516732,-0.222126774,-0.248752714,-0.303237974,-0.087060137,-0.126906087,-0.100743737,0.04186045,-0.10137525,-0.060855926,-0.081837867,-0.171228487,-0.115606288,0.04456791,-0.233362231,0.302889066,0.134672327,0.952816373,0.974904647,0.112736243,0.958519458,0.121949414,-0.177626835,-0.20421858,-0.142526807,-0.319532634,0.954269396,-0.157542005,0.98365493,0.268852084,0.976622264,0.412398324,0.976398564,0.404312177,-0.043176215,-0.021781454,-0.019018326,-0.105922313,0.212023374,0.140961293,0.108134758,0.234067655,0.2766327,0.176956135,0.252571457,0.301141022,0.958967948,-0.173309851,0.980557186,0.980434544,0.271721535,0.948834967,0.984672633,-0.049255065,-0.1697734,-0.214659349,-0.045578981,-0.175649568,0.278283982,0.192979892,-0.017955228,0.961533554,0.970579034,0.041951685,1,-0.224468694,0.909679499,0.281911444,0.977877989,-0.289853323,0.367932301,0.269275189,0.345208557,0.062366343,-0.090180036,0.013744953,-0.024848354,0.056394734,0.076790808,0.983060202,0.154796662,0.191034117,0.15625643,0.06330663,0.291037354,0.974480961,-0.238336605,-0.252162912,-0.256095863,-0.304855399,0.965569387,-0.14779021,-0.238950563,-0.21529032,-0.280005345,0.96553581,-0.075977353,0.00388808,-0.009429761,-0.206291183,-0.104184913,-0.121515662,-0.216653662,0.928628157,0.289498515,0.978059907,0.068050352,0.908342368,-0.103114765,0.977572496,-0.111815885,0.972682006,-0.375276948,0.169862183,0.95698372,-0.246742831,0.16475608,-0.271215312,0.271046567,0.16116534,0.066479612,0.335653194,-0.048065586,0.126552144,0.19796034,0.023627325,0.959746974,-0.269682178,0.978490954,-0.331666474,0.979204619,0.316400481,0.110989348,-0.3059155,0.932146517,0.290374115,0.975665232,-0.120892723,0.899969572,0.526356864,0.899611546,0.130418552,0.90293439,0.009143306,0.963045877,-0.151307946,0.899378109,0.076166249,0.126845274,0.423769987,-0.381483123
,,# Limited Access,-0.055511085,-0.274493775,-0.205966084,-0.184736607,-0.271772686,0.054559048,0.021844555,0.009875617,0.057998736,-0.132813163,-0.006703754,-0.06423942,-0.117592766,-0.072663028,0.024593817,-0.243009227,0.26161597,0.038157536,0.90111939,0.925287057,0.111213818,0.917573609,0.125224667,-0.09742786,-0.231137125,-0.111782638,-0.305792836,0.940779105,-0.040942206,0.914745439,0.219309706,0.906776016,0.347360953,0.897191928,0.346077951,-0.028124671,-0.032161346,0.010581742,-0.114885142,0.148356561,0.057349113,0.106211885,0.165592747,0.221168926,0.139777363,0.242077288,0.247905344,0.943716085,-0.201000163,0.909652826,0.926663514,0.200226972,0.921896404,0.921047818,0.033030121,-0.038129864,-0.211716204,0.006682898,-0.117488005,0.160559778,0.077757316,0.047590925,0.949202658,0.943936776,0.083842455,0.908342368,-0.257360673,0.872500328,0.279187172,0.919632942,-0.327900655,0.322212468,0.351491032,0.361635133,0.183077043,-0.039576588,-0.004919003,-0.017169474,0.085734395,0.048724425,0.923006022,0.091251472,0.213833178,0.279899996,0.000826229,0.314992696,0.933711108,-0.235705884,-0.22883408,-0.185350402,-0.275949624,0.928822734,-0.16493485,-0.202960156,-0.194449678,-0.264795227,0.925972294,-0.116038902,0.027905875,0.054871887,-0.128310835,0.047774072,0.00636802,-0.211118017,0.843302339,0.260201384,0.898253348,-0.005925582,1,-0.021077702,0.890252929,-0.188126195,0.937334765,-0.383661886,0.244366005,0.936365739,-0.222797389,0.150318245,-0.22676745,0.14105317,0.173428064,0.022189314,0.2495237,0.064889761,0.189364125,0.1585933,0.007385344,0.89483066,-0.322542633,0.92982813,-0.325079077,0.921906999,0.341504639,0.173252423,-0.31258233,0.824304391,0.212225043,0.918705834,-0.13868151,0.776669699,0.409341594,0.881185824,0.138486465,0.968486192,0.139200842,0.837740541,-0.255524614,0.910665083,0.179906907,0.120582236,0.399803801,-0.390708519
,,# Households,-0.056468707,-0.274773066,-0.214474746,-0.218443778,-0.284121225,-0.029095089,-0.075603241,-0.071715619,0.045617148,-0.121087868,-0.031686771,-0.067070397,-0.176050762,-0.1216245,0.059658357,-0.243612843,0.271432694,0.082193039,0.97207802,0.979393266,0.112611876,0.975950928,0.101192686,-0.141793886,-0.220910776,-0.133174816,-0.302763873,0.990724483,-0.098636658,0.980748533,0.215982394,0.980417384,0.343818121,0.947061894,0.31560341,-0.032971551,-0.025258788,-0.000418003,-0.103721373,0.14835218,0.07691049,0.082994997,0.1668427,0.222747967,0.14013049,0.218301544,0.247396607,0.993829864,-0.161959682,0.987145319,0.995522119,0.231061658,0.991089006,0.994240327,-0.011887926,-0.11544691,-0.221050994,-0.027997237,-0.148246312,0.246635878,0.165412985,0.002689633,0.992851899,1,0.039824489,0.970579034,-0.231497705,0.954807838,0.256793497,0.987596867,-0.293723817,0.334563176,0.270106566,0.305383336,0.114790069,-0.068900009,0.001705054,-0.009194684,0.053194202,0.051427282,0.995583343,0.157778156,0.208865248,0.215010685,0.039058487,0.297542969,0.991120848,-0.242074825,-0.248390531,-0.224066785,-0.291235392,0.992616949,-0.157782786,-0.22266383,-0.216478915,-0.285400061,0.988733097,-0.108958759,-0.046551131,-0.029771518,-0.184789134,-0.048136331,-0.083509809,-0.209257353,0.943453223,0.271650534,0.98627701,0.011560216,0.943936776,-0.076976122,0.978405418,-0.139618577,0.989390184,-0.353109099,0.187090022,0.992917407,-0.213453466,0.131489822,-0.227984074,0.231930374,0.187179107,0.061264497,0.321126254,-0.014526388,0.134512463,0.15813067,0.024058613,0.981732254,-0.274577432,0.994930718,-0.292903473,0.990171686,0.284964996,0.147184193,-0.294951271,0.942636618,0.23687777,0.984612566,-0.119865573,0.91929127,0.500299515,0.903865443,0.112563873,0.960171337,0.070633064,0.935718561,-0.197743857,0.958798583,0.130999846,0.115342155,0.377455326,-0.354953023
