URCS,URCS Name,County,FIPS,URCS description,Years of Potential Life Lost Rate,YPLL Rate (Black),YPLL Rate (Hispanic),YPLL Rate (White),% Fair/Poor,Physically Unhealthy Days,Mentally Unhealthy Days,% LBW,% LBW (Black),% LBW (Hispanic),% LBW (White),% Smokers,% Obese,Food Environment Index,% Physically Inactive,% With Access,% Excessive Drinking,# Alcohol-Impaired Driving Deaths,# Driving Deaths,% Alcohol-Impaired,# Chlamydia Cases,Chlamydia Rate,Teen Birth Rate,Teen Birth Rate (Black),Teen Birth Rate (Hispanic),Teen Birth Rate (White),# Uninsured,% Uninsured,# Primary Care Physicians,PCP Rate,# Dentists,Dentist Rate,# Mental Health Providers,MHP Rate,Preventable Hosp. Rate,Preventable Hosp. Rate (Black),Preventable Hosp. Rate (Hispanic),Preventable Hosp. Rate (White),% Screened,% Screened (Black),% Screened (Hispanic),% Screened (White),% Vaccinated,% Vaccinated (Black),% Vaccinated (Hispanic),% Vaccinated (White),Cohort Size,Graduation Rate,# Some College,Population,% Some College,# Unemployed,Labor Force,% Unemployed,% Children in Poverty,% Children in Poverty (Black),% Children in Poverty (Hispanic),% Children in Poverty (White),80th Percentile Income,20th Percentile Income,Income Ratio,# Single-Parent Households,# Households,% Single-Parent Households,# Associations,Association Rate,Annual Average Violent Crimes,Violent Crime Rate,# Injury Deaths,Injury Death Rate,Average Daily PM2.5,% Severe Housing Problems,Severe Housing Cost Burden,Overcrowding,Inadequate Facilities,% Drive Alone,% Drive Alone (Black),% Drive Alone (Hispanic),% Drive Alone (White),# Workers who Drive Alone,% Long Commute - Drives Alone,Life Expectancy,Life Expectancy (Black),Life Expectancy (Hispanic),Life Expectancy (White),# Deaths,Age-Adjusted Mortality,Age-Adjusted Mortality (Black),Age-Adjusted Mortality (Hispanic),Age-Adjusted Mortality (White),# Deaths.1,Child Mortality Rate,Child Mortality Rate (Black),Child Mortality Rate (Hispanic),Child Mortality Rate (White),# Deaths.2,Infant Mortality Rate,Infant Mortality Rate (Black),Infant Mortality Rate (Hispanic),Infant Mortality Rate (White),% Frequent Physical Distress,% Frequent Mental Distress,% Diabetic,# HIV Cases,HIV Prevalence Rate,# Food Insecure,% Food Insecure,# Limited Access,% Limited Access,# Drug Overdose Deaths,Drug Overdose Mortality Rate,# Motor Vehicle Deaths,MV Mortality Rate,% Insufficient Sleep,# Uninsured.1,% Uninsured.1,Other PCP Rate,% Disconnected Youth,Household Income,Household income (Black),Household income (Hispanic),Household income (White),% Free or Reduced Lunch,Segregation index,Segregation Index,Homicide Rate,# Firearm Fatalities,Firearm Fatalities Rate,# Homeowners,% Homeowners,# Households with Severe Cost Burden,% Severe Housing Cost Burden,% < 18,% 65 and over,# African American,% African American,# American Indian/Alaskan Native,% American Indian/Alaskan Native,# Asian,% Asian,# Native Hawaiian/Other Pacific Islander,% Native Hawaiian/Other Pacific Islander,# Hispanic,% Hispanic,# Non-Hispanic White,% Non-Hispanic White,# Not Proficient in English,% Not Proficient in English,% Female,# Rural,% Rural
Rural,Micropolitan,Henderson,48213,Counties in micropolitan statistical areas,10992.4261,15049.527819,4699.5833536,11580.783622,17.927299642,3.9784744071,3.8474006194,7.2866730585,12.33933162,6.1550759392,7.1491615181,17.166487235,33.2,6.2,,63.132226354,16.992467096,18.0,68.0,26.470588235,249.0,313.0,43.28673793,40.995607613,49.89480012,41.948244602,,21.156654659,27.0,33.79182,27.0,33.30702,37.0,45.64295,5226.0,7749.0,1541.0,5103.0,40.0,38.0,35.0,40.0,50.0,40.0,41.0,50.0,706.0,95.8,8330.0,17096.0,48.724847918,1476.0,,4.1500309284,26.2,48.016415869,39.929615593,23.955431755,89258.0,20015.0,4.4595553335,5221.0,17320.0,30.144341801,,11.263939125,,339.83740865,,89.842524625,10.4,14.338482203,11.417859577,3.0725319006,1.3767629281,81.984393875,80.0,78.321193202,82.006668687,,41.2,74.573541108,71.623158759,91.39924896,73.986641793,,520.6,628.01315744,195.08118698,546.57418447,,70.579762333,,,,42.0,6.6698427823,,,,12.072089465,12.078817909,11.0,108.0,160.6,,18.8,9657.3277122,12.297315377,,15.383975718,,25.341708678,32.570700119,1964.0,10.951876429,48.110139999999994,10.370188772,44500.0,26881.0,32442.0,47010.0,64.96984098,46.766026872,35.287281564,4.0,,18.8,,75.406283857,,11.591185147,21.348564098,21.858038093,5064.0,6.246916017,745.0,0.9190269417,550.0,0.6784762657,83.0,0.1023882365,10458.0,12.900917793,,78.133326754,1626.0,2.1630682045,51.203986973,,60.110528192
Rural,Micropolitan,Hockley,48219,Counties in micropolitan statistical areas,9370.7407539,,9295.4566158,9921.0001589,20.058446187,3.8437794322,3.6036194639,9.1196388262,,7.063197026,11.012658228,14.959071615,30.8,6.9,28.9,64.37322869,18.390213148,9.0,29.0,31.034482759,107.0,456.6,45.000723484,,65.049614112,22.802500919,3768.0,19.699900664,13.0,55.85392,11.0,47.6438,15.0,64.96880999999999,4292.0,5749.0,5534.0,3648.0,25.0,,17.0,27.0,30.0,20.0,22.0,33.0,317.0,87.0,3075.0,5706.0,53.89064143,419.0,11270.0,3.7178349601,23.3,53.67965368,20.071684588,10.372465818,93558.0,20708.0,4.5179640719,1807.0,6120.0,29.526143791,33.0,14.1783029,106.0,447.63513514,99.0,84.68559404,7.5,11.681087763,6.6329753632,3.8195302843,1.5451174289,78.569311333,,74.445223079,84.763097474,7952.0,25.1,75.892419053,,75.900725068,75.605543714,336.0,465.6,,456.92959553,472.30062505,12.0,48.742840895,,,,,,,,,11.888383489,11.265763798,9.9,9.0,47.3,2850.0,12.2,3998.2298824,17.432875005,,,38.0,23.331921138,32.432869025,664.0,10.484762356,34.65003,,48449.0,20817.0,44276.0,54217.0,62.631578947,43.086625557,18.221929787,,16.0,13.7,5533.0,68.605083695,545.0,7.2051824432,25.957207207,14.301801802,828.0,3.5862785863,318.0,1.3773388773,127.0,0.5500693001,11.0,0.0476437976,11103.0,48.08991684,10757.0,46.591302841,980.0,4.5221724886,49.995668746,9139.0,39.847394811
Rural,Micropolitan,Hopkins,48223,Counties in micropolitan statistical areas,7840.5283482,8910.7832837,5822.8763709,7957.4660624,17.947426111,3.8549862563,3.7457333823,7.6148521082,11.158798283,6.0446780552,7.5849232201,16.801900108,31.4,6.8,28.6,40.129689144,17.885012478,5.0,46.0,10.869565217,176.0,485.9,42.945560187,55.555555556,40.444893832,42.84591195,6293.0,21.227147001,10.0,27.472530000000003,10.0,27.40026,21.0,57.54055,4342.0,4453.0,4327.0,4179.0,34.0,38.0,13.0,34.0,33.0,23.0,23.0,34.0,452.0,93.9,4391.0,8441.0,52.019902855,612.0,17145.0,3.5695538058,21.1,40.0,33.866666667,22.003929273,93955.0,21150.0,4.4423167849,2771.0,8968.0,30.898751115,41.0,11.263736264,53.0,146.7453,129.0,71.426593948,10.1,14.764595104,10.498084291,3.9548022599,1.3935969868,82.813119958,91.825307951,82.369020501,81.239029427,12523.0,27.2,76.915212986,77.431835156,99.463218802,76.675142657,554.0,414.9,420.4291853,312.84662497,424.89673142,21.0,57.879940466,,,,,,,,,11.931532454,11.976997515,11.6,41.0,138.0,6540.0,18.2,2440.0751209,6.9397204883,,,57.0,22.668973334,31.953958926,1319.0,14.066332516,82.20079,12.794033276,44925.0,34727.0,36968.0,53290.0,60.607831677,44.936080767,31.449417593,4.4,28.0,15.5,9209.0,69.308346504,1292.0,10.281712558,24.904099079,18.023893029,2574.0,7.0528277071,345.0,0.945309075,261.0,0.7151468654,40.0,0.1096010522,6174.0,16.916922402,26754.0,73.306663744,1068.0,3.1810329422,50.800087681,20965.0,59.62572168
Rural,Micropolitan,Howard,48227,Counties in micropolitan statistical areas,9585.9013866,5472.5530202,8630.6444592,10838.382692,19.980149713,3.7679788387,3.54106939,9.816713265,11.0,9.2113564669,10.452729694,15.636434463,,6.8,24.4,82.363189764,19.831096785,7.0,47.0,14.893617021,183.0,491.9,67.454798331,49.222797927,81.538903244,55.555555556,4477.0,16.958333333,12.0,32.69042,12.0,33.29634,48.0,133.18535,7159.0,9543.0,7474.0,6907.0,26.0,37.0,21.0,27.0,33.0,14.0,27.0,35.0,334.0,91.8,4868.0,10674.0,45.606145775,568.0,13197.0,4.3040084868,23.1,52.598752599,23.017594601,7.2824716267,96346.0,22462.0,4.2892885763,2654.0,7961.0,33.337520412,45.0,12.25890814,225.5,607.39104671,159.0,87.003151812,7.5,13.029897367,9.0081154193,3.302097278,1.4279339581,80.117705453,,75.50073793,84.2708214,11299.0,17.6,74.286613058,75.977200757,75.77516348,73.21058463,614.0,537.1,328.15520967,458.30560038,608.09697381,20.0,62.344139651,,,,22.0,6.8987143305,,,,11.665603961,10.992145495,10.5,117.0,375.8,5030.0,13.8,5606.6953541,16.013639193,11.0,10.004183568,71.0,28.031995957,34.5421709,833.0,10.093299406,88.79023,10.782241015,46899.0,26650.0,39314.0,56698.0,59.457045901,46.300429553,21.718627866,7.5,38.0,20.8,7508.0,68.056562727,1125.0,10.675650028,21.689789123,12.877358491,2218.0,6.15427303,613.0,1.7008879023,435.0,1.2069922309,28.0,0.0776914539,15278.0,42.391786903,17503.0,48.565482797,2427.0,7.1066733039,42.780244173,7025.0,20.064549297
Rural,Micropolitan,Hutchinson,48233,Counties in micropolitan statistical areas,10051.736087,,8910.6021682,10279.432667,17.244045633,3.6620366275,3.7105379217,9.0175605126,,7.3504273504,9.5567867036,16.141536728,31.1,6.9,30.9,84.0,19.163909371,9.0,25.0,36.0,86.0,395.7,53.090633295,78.947368421,45.343137255,56.569889255,3498.0,19.470110208,7.0,32.541489999999996,9.0,42.10526,2.0,9.35673,5199.0,,7886.0,4690.0,30.0,23.0,19.0,32.0,34.0,13.0,26.0,35.0,298.0,93.8,3181.0,5396.0,58.95107487,565.0,9392.0,6.015758092,17.2,73.4375,29.661941112,17.660750655,98425.0,19425.0,5.0669240669,1872.0,5613.0,33.351149118,41.0,19.060015806,96.0,482.77596178,102.0,94.259416701,7.1,11.091018686,7.4042553191,3.1946955998,1.0849909584,85.262807718,,77.234042553,89.561674628,7689.0,18.4,74.832483552,,79.625733025,74.423074846,366.0,509.6,,404.04162213,534.75795271,14.0,62.358024141,,,,,,,,,11.153227547,11.350827001,10.6,18.0,101.8,3500.0,16.1,2164.7810047,9.7732776735,,,45.0,29.553544455,30.750969197,711.0,12.195540309,32.74854,,53465.0,,45487.0,52758.0,46.865389165,39.069403023,24.240452923,7.2,17.0,15.7,6202.0,79.523015771,571.0,7.6881648041,25.585964912,16.205847953,536.0,2.5076023392,468.0,,144.0,0.6736842105,18.0,0.0842105263,5000.0,23.391812865,15014.0,70.240935673,438.0,2.1668150787,49.726315789,4998.0,22.564334086
Rural,Micropolitan,Jim Wells,48249,Counties in micropolitan statistical areas,9280.5996658,,9378.4036819,9760.2667985,26.702873205,4.2160487537,3.6848829734,10.338559418,,10.581023454,8.7027914614,15.464355424,30.1,8.0,24.0,47.345609481,16.161123954,10.0,50.0,20.0,82.0,198.2,62.228106677,,67.316409791,38.181818182,6645.0,19.12725598,12.0,29.16231,13.0,31.80739,30.0,73.40168,6165.0,,7028.0,4992.0,30.0,,30.0,29.0,36.0,,35.0,38.0,583.0,84.3,4554.0,10335.0,44.063860668,1259.0,16709.0,7.5348614519,36.3,,33.912425074,23.001830384,93236.0,16284.0,5.7256202407,4528.0,11633.0,38.923751397,33.0,8.0196359571,241.0,583.36560806,148.0,71.693269068,9.1,17.100506146,9.7328942554,6.2906724512,2.6391901663,83.753588815,,85.203738318,84.862255041,13419.0,,76.219484368,,76.061911165,75.949594013,587.0,457.2,,456.29384999,475.49676016,18.0,38.637388113,,,,,,,,,13.739131477,11.912924845,9.9,25.0,76.1,4200.0,10.1,3879.0730855,9.4986852576,,,77.0,26.595009809,32.648121246,1070.0,8.8451682235,53.8279,17.66358892,40681.0,,38601.0,55244.0,74.227305914,,34.301861493,,36.0,17.4,9447.0,69.391802556,1372.0,10.967226219,28.230285533,15.04489736,209.0,0.5113650265,432.0,1.0569841697,190.0,0.4648772969,33.0,0.0807418463,32949.0,80.617063444,7285.0,17.824374251,1456.0,3.8264434575,50.610457292,16370.0,40.085214751
Rural,Micropolitan,Kenedy,48261,Counties in micropolitan statistical areas,,,,,26.744554328,4.2777782233,3.7533744235,,,,,15.42766013,27.7,3.3,22.9,0.0,14.956349516,0.0,8.0,0.0,,,,,,,69.0,20.116618076,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,42.0,,,,,,23.0,131.0,17.557251908,8.0,246.0,3.2520325203,18.8,,32.824427481,18.181818182,64750.0,16227.0,3.9902631417,26.0,164.0,15.853658537,0.0,0.0,4.0,,,,8.4,13.793103448,2.7586206897,5.5172413793,2.7586206897,,,,,174.0,6.3,,,,,,,,,,,,,,,,,,,,14.101769242,12.452912766,10.6,,,70.0,12.5,236.55421126,,,,,,32.904311352,13.0,11.111111111,0.0,,38031.0,,,,68.0,,,,,,43.0,28.289473684,4.0,4.8192771084,27.338129496,18.225419664,9.0,2.1582733813,7.0,1.6786570743,3.0,0.7194244604,0.0,0.0,310.0,74.340527578,87.0,20.863309353,185.0,,48.920863309,416.0,
Rural,Micropolitan,Kerr,48265,Counties in micropolitan statistical areas,7951.0060131,,5993.9982325,8846.9661494,17.72254892,3.795610782,3.6302717176,7.9330222344,,8.1395348837,7.4684772066,14.273171923,28.7,6.8,24.3,71.528463476,15.768377052,10.0,53.0,18.867924528,57.0,111.9,36.372501219,,48.880327474,27.661795407,7275.0,20.180864934,,,,63.8051,,,2600.0,4949.0,1396.0,2658.0,45.0,26.0,34.0,46.0,46.0,24.0,39.0,47.0,500.0,94.0,5284.0,9730.0,54.30626927,726.0,21290.0,3.4100516674,23.5,59.459459459,31.170696672,16.154608523,93452.0,22834.0,4.0926688272,3661.0,9694.0,37.765628224,73.0,14.173656415,120.5,237.52266814,205.0,80.488743355,8.5,18.163918287,13.088088088,3.7164656658,2.3381737632,78.844868735,,75.145797599,81.404226312,16518.0,20.7,78.150980676,,81.094611085,77.401605716,814.0,377.7,,308.01898229,408.69236205,25.0,63.083522584,,,,,,,,,11.552207894,11.517734749,,52.0,118.3,7630.0,15.1,6364.3156987,12.824817529,24.0,15.566322262,58.0,16.3720174,28.787558311,1087.0,10.591444997,75.40603,,49748.0,27931.0,41058.0,51360.0,59.027678187,50.743382952,25.038486459,5.1,48.0,18.8,14660.0,71.234207969,2009.0,10.276214834,19.332946636,,742.0,1.4346481052,607.0,1.1736272235,539.0,1.0421500387,54.0,0.1044083527,13882.0,26.840680588,35760.0,69.141531323,1185.0,2.459833105,51.836813612,20397.0,41.102267003
Rural,Micropolitan,Kleberg,48273,Counties in micropolitan statistical areas,8917.2541161,,8473.1736481,11291.406283,27.560404762,4.3504282641,3.7398702348,7.7429467085,,8.1946755408,5.3208137715,15.771092382,28.1,7.0,22.5,49.951654658,17.609024723,3.0,31.0,9.6774193548,244.0,765.9,37.337337337,,41.677127793,21.419009371,5426.0,20.965996909,13.0,41.0224,15.0,48.25013,12.0,38.600100000000005,9249.0,,,7825.0,33.0,,34.0,34.0,38.0,31.0,33.0,43.0,346.0,88.3,4798.0,7562.0,63.448823063,795.0,13367.0,5.9474826064,34.1,21.674876847,30.287508262,21.288515406,91621.0,13738.0,,2928.0,7623.0,38.410074774,30.0,9.4667087409,160.0,499.53168904,71.0,44.674880133,9.1,19.39477304,14.129919393,5.7771664374,0.7336084365,76.120052197,,78.260389036,76.193231125,10500.0,18.5,76.024013257,,76.168144574,74.422736337,408.0,478.2,,465.74617743,541.7452727,15.0,48.559404338,,,,,,,,,14.127637941,12.156917876,9.0,27.0,104.0,3900.0,12.2,5334.2726929,16.637886195,,,27.0,12.099647318,33.13204433,745.0,9.311336083,41.81678,,41257.0,,40460.0,54712.0,64.64811784,35.44618726,13.827979266,4.9,,,5808.0,53.002372696,1473.0,14.466705952,24.459598559,12.924601132,1092.0,3.512609367,278.0,0.894235718,719.0,2.3127895008,55.0,0.1769171384,22660.0,72.88986104,6321.0,20.33260422,840.0,2.8611328724,48.941713845,6050.0,18.870278532
Rural,Micropolitan,Lamar,48277,Counties in micropolitan statistical areas,10052.762182,13855.737598,,10044.540808,21.132095078,4.0744310126,4.1015794903,9.4218415418,16.256830601,6.9721115538,8.4311954231,18.338065881,34.4,5.7,,63.621392565,16.079245877,9.0,45.0,20.0,303.0,612.9,51.208337077,68.073878628,42.993630573,48.355647992,7814.0,19.568756104,25.0,50.209880000000005,31.0,62.516389999999994,45.0,90.74959,5570.0,7715.0,,5420.0,38.0,37.0,22.0,39.0,47.0,33.0,32.0,48.0,574.0,93.8,6086.0,11503.0,52.90793706,995.0,23680.0,4.2018581081,24.0,48.587570621,28.470889315,20.020936928,88390.0,17569.0,5.0310205476,4774.0,11689.0,40.841817093,82.0,16.46883975,191.0,386.24483069,195.0,78.702974972,9.9,15.243101183,11.844197138,2.6806833114,1.3929040736,81.424668041,79.367216425,72.350726197,84.110840438,16986.0,19.5,75.100421779,71.754805044,,75.040018127,914.0,499.1,693.20559279,,491.39331462,29.0,61.466723188,,,,32.0,6.9640914037,,,,12.274957139,12.739088197,12.6,58.0,141.0,10730.0,21.6,6140.590384,12.332236226,17.0,11.423349326,75.0,21.573297435,34.159498883,1334.0,10.861423221,82.68296000000001,9.4122482532,47212.0,27287.0,45710.0,46096.0,62.265251371,47.781061775,33.470543803,6.0,34.0,13.7,12273.0,64.307047419,2385.0,13.208905627,23.873192571,19.021114405,6412.0,12.930808478,871.0,1.7565087624,405.0,0.8167463246,24.0,0.0483997822,3899.0,7.8629479501,36904.0,74.422731764,533.0,1.1551298167,51.844233368,23444.0,47.082923302
Rural,Micropolitan,Matagorda,48321,Counties in micropolitan statistical areas,9972.0694675,14031.148087,7776.3373699,11187.505381,22.89241501,4.0806663451,3.7728857225,9.1416423067,15.81769437,8.0137659784,8.7423312883,16.66921908,31.2,6.0,25.6,63.661380851,17.055528661,15.0,45.0,33.333333333,112.0,304.6,56.47761194,41.874376869,73.058308366,39.67119371,6171.0,20.018165894,14.0,37.64757,13.0,35.28773,14.0,38.00217,5892.0,7055.0,5476.0,5581.0,31.0,33.0,26.0,32.0,38.0,28.0,36.0,40.0,482.0,91.6,3794.0,8566.0,44.291384544,1227.0,16930.0,7.2474896633,26.4,57.508342603,37.628167924,19.738651994,92511.0,16063.0,5.7592604121,3754.0,9547.0,39.32125275,54.0,14.521203646,127.5,346.94349583,146.0,79.387519847,9.8,16.405082212,12.369417108,3.4753363229,1.307922272,82.494220396,85.471406491,80.825288662,84.624913971,12846.0,26.0,75.403086267,71.543952677,77.374212129,74.753726138,610.0,484.8,707.45414201,377.7177175,520.39434991,18.0,47.86979416,,,,,,,,,13.006123484,12.103297304,11.7,66.0,220.1,6330.0,17.2,6377.576354,17.376645289,12.0,10.830618158,64.0,24.877168978,33.116549338,1061.0,10.794587445,38.00217,,46801.0,23190.0,44146.0,54779.0,65.074339207,48.132372813,34.32853402,5.8,29.0,15.8,9359.0,67.764825139,1931.0,14.743834466,25.62432139,16.506514658,3794.0,10.298588491,492.0,1.335504886,722.0,1.9598262758,44.0,0.1194353963,15728.0,42.692725299,16149.0,43.835504886,2042.0,5.9781017624,49.8669924,13366.0,36.417633916
Rural,Micropolitan,Maverick,48323,Counties in micropolitan statistical areas,6561.9237355,,6352.3739074,7522.8609598,,4.8311841206,3.9251192023,7.7601868674,,,,17.07820989,30.4,7.1,25.0,74.473810314,15.051996951,7.0,40.0,17.5,310.0,537.2,68.217414003,,,,,,15.0,26.003289999999996,12.0,20.61289,15.0,25.766109999999998,6582.0,,6652.0,4370.0,26.0,,26.0,25.0,27.0,,27.0,26.0,,86.9,7258.0,14186.0,51.163118568,,23860.0,,33.3,,32.319304666,28.774928775,85385.0,14524.0,5.8788901129,5473.0,18317.0,29.879347055,23.0,3.9871717084,103.0,179.26761348,109.0,38.037143794,8.2,,12.421185372,,2.6824703681,77.021276596,,,,15928.0,18.4,78.65123202,,78.775766872,77.661496769,548.0,337.8,,331.63499246,381.15102245,40.0,54.5085374,,,,34.0,4.5116772824,,,,16.520618375,13.325766593,9.8,71.0,160.8,5080.0,8.9,,22.360280928,,,69.0,17.365830087,33.359511528,,12.973599621,41.22578,13.209788548,33507.0,,36869.0,64432.0,77.034589711,55.065356395,16.37247051,,,,11170.0,68.04337232,1838.0,11.69285578,31.657963446,11.527758692,155.0,0.2662498282,,1.6868214924,429.0,0.7369108149,20.0,0.0343548165,,95.116462828,1607.0,2.7604095094,,,50.121959599,5022.0,9.2557779498
Rural,Micropolitan,Moore,48341,Counties in micropolitan statistical areas,7706.1196329,,5717.4276212,9433.6050135,22.387290753,3.955761437,3.5717402049,7.5272479564,,6.819421713,7.215007215,16.618296469,30.6,7.5,22.9,77.360299489,17.420677398,13.0,40.0,32.5,68.0,305.5,75.610203707,,85.310734463,36.900369004,5063.0,25.781647826,9.0,40.68716,8.0,36.20401,3.0,13.576500000000001,4819.0,,4512.0,4994.0,30.0,,26.0,33.0,36.0,,24.0,40.0,342.0,96.7,2520.0,5785.0,43.560933449,319.0,11012.0,2.8968398111,16.7,,26.681766704,19.817470665,94982.0,27306.0,3.4784296492,2147.0,6881.0,31.201860195,29.0,13.110307414,44.5,208.61167757,72.0,65.00483022,6.9,18.129079043,7.3776479182,10.732414793,0.5076142132,75.004755564,,73.136983594,79.969318431,7886.0,19.6,77.752076135,,82.359470922,75.327719169,228.0,386.3,,278.73316515,488.65222939,12.0,42.786850175,,,,22.0,7.4475287745,,,,12.652373141,11.520868291,9.0,17.0,101.0,2390.0,10.8,3087.8981207,14.097416548,,,46.0,29.672059241,31.987367896,1057.0,14.567254686,31.678510000000003,,51444.0,48750.0,49095.0,59690.0,66.601101495,51.401643306,23.303251631,,12.0,10.8,4294.0,63.851301115,404.0,6.1472915399,31.981716975,10.512739286,738.0,3.3398198851,363.0,1.6427569353,,,49.0,0.2217495588,12230.0,55.346879667,7115.0,32.198941033,2891.0,14.395976496,48.006516722,3683.0,16.814280497
Rural,Micropolitan,Nacogdoches,48347,Counties in micropolitan statistical areas,7888.3243793,10438.388176,4363.6393783,8291.3853451,18.561674381,3.9293385749,3.88145702,7.8246484698,12.744331509,7.4668141593,5.745505816,17.410894948,33.9,5.5,27.7,68.335813031,17.062687351,23.0,69.0,33.333333333,,,25.728785554,25.67255957,51.548451548,16.172106825,11001.0,21.204294443,,68.38282,,54.89478,61.0,93.01616,5347.0,4757.0,4666.0,5325.0,34.0,38.0,27.0,34.0,44.0,34.0,34.0,46.0,722.0,88.5,8149.0,14404.0,56.574562621,1213.0,28538.0,4.2504730535,33.7,48.867313916,44.66571835,15.128615027,87143.0,15716.0,5.5448587427,4962.0,15252.0,32.533438238,63.0,9.5735951129,191.5,290.91848206,218.0,66.528117285,9.9,18.92005023,15.834583244,3.0556718292,1.5906236919,79.537198489,73.982260632,76.957352005,82.118927973,21895.0,19.6,77.304409644,74.991124593,101.70561351,76.808758509,803.0,402.2,551.71075221,197.36060073,410.93341649,27.0,43.813387424,,,,22.0,3.5324341683,,,,12.370388277,12.719034177,13.1,101.0,186.3,,22.2,8661.8404028,13.42421487,26.0,13.194620655,102.0,22.213462665,31.928510344,1809.0,11.378074093,73.19305,5.3839037928,42367.0,23719.0,32219.0,50665.0,66.936632253,46.658558443,39.265777563,3.7,34.0,10.4,13308.0,55.85729276,,16.321531953,23.398902104,14.226898445,,17.853003965,581.0,0.8859408356,1005.0,1.5324794145,34.0,0.0518450747,12796.0,19.512046356,38932.0,59.365660262,2619.0,4.2957665622,52.110399512,29978.0,46.460231852
Rural,Micropolitan,Navarro,48349,Counties in micropolitan statistical areas,10222.636267,15414.815622,4751.6036873,10970.166523,19.741817991,3.9829872409,3.8395532939,8.4642055884,15.81920904,6.6452304394,7.4770642202,16.983969438,27.6,6.5,27.0,56.499423903,17.182558465,13.0,53.0,24.528301887,245.0,507.0,61.579284473,74.494949495,70.515970516,52.290151366,8612.0,21.543464665,27.0,55.643719999999995,17.0,34.90688,28.0,57.49369000000001,4739.0,6471.0,3772.0,4487.0,33.0,34.0,26.0,34.0,45.0,36.0,39.0,47.0,639.0,95.0,5588.0,11187.0,49.950835792,895.0,22752.0,3.9337201125,25.3,55.477707006,30.560542589,21.022510492,89660.0,19701.0,4.5510380184,4860.0,12480.0,38.942307692,49.0,10.098303897,166.0,353.95965713,211.0,87.26941848,10.2,16.938483548,11.140121845,4.9785407725,1.8884120172,80.759685996,77.925211098,82.022217184,81.991749017,15946.0,30.9,74.90138384,70.212893468,85.336430484,74.32429283,817.0,486.4,730.06522865,229.13032099,509.23710839,26.0,51.153914258,,,,29.0,6.0353798127,,,,12.46605952,12.197836278,10.6,86.0,219.8,8640.0,17.9,5014.4400935,10.504745142,18.0,12.367139137,66.0,19.537436392,32.54262971,1378.0,10.491853205,39.01357,11.568560735,41944.0,23629.0,41116.0,52125.0,69.235388311,28.33444485,14.094667107,4.7,45.0,18.6,11889.0,68.619415907,1822.0,11.124000244,26.229440874,16.847703333,6211.0,12.753331554,548.0,1.1252335681,409.0,0.8398184842,,,13318.0,27.346461058,27386.0,56.232931562,2996.0,6.690188022,50.920925648,25136.0,52.657379281
Rural,Micropolitan,Nolan,48353,Counties in micropolitan statistical areas,9655.1978667,,8415.6563229,10751.582284,20.505230799,3.8836768572,3.6824717423,8.5434173669,,8.9552238806,8.1632653061,15.532465497,31.4,7.3,28.7,66.121188223,17.864942165,7.0,44.0,15.909090909,100.0,661.9,68.615384615,68.421052632,86.411149826,53.324968632,2097.0,17.354961516,4.0,26.67912,7.0,47.39336,7.0,47.39336,5122.0,,5761.0,4933.0,28.0,22.0,23.0,29.0,30.0,35.0,25.0,31.0,195.0,92.7,1543.0,3325.0,46.406015038,275.0,6778.0,4.0572440248,29.4,,31.017231795,19.879154079,86231.0,18742.0,4.6009497386,1435.0,3669.0,39.111474516,28.0,18.675381845,54.0,393.81563594,63.0,84.0,7.6,13.125,7.2086720867,3.3035714286,,79.652565546,,79.791231733,81.850035039,4952.0,17.1,75.558017129,,77.797101573,74.503779849,245.0,480.9,,408.24219908,524.12529681,,,,,,,,,,,12.118628987,11.673059327,11.3,18.0,147.6,2240.0,14.9,1175.1819017,7.7233300587,,,23.0,21.864572738,30.869138151,377.0,9.3827775012,67.70481,,42662.0,20245.0,39449.0,46869.0,63.633491311,34.361199939,27.566133137,,11.0,14.7,3845.0,69.254322767,432.0,8.0974695408,26.113744076,17.941773866,654.0,4.4278943805,179.0,1.211916046,129.0,0.8733920108,12.0,0.0812457684,5596.0,37.88761002,8150.0,55.179417739,450.0,3.2099293816,50.155721056,4969.0,32.656414301
